actual_trials,all_five_complete_rankings_identical,arm_id,at_least_one_valid_complete_ranking_differs,complete_ranking_values,exact_complete_ranking_agreement_pairs,exact_complete_ranking_agreement_rate,expected_trials,has_invalid_or_failed_trial,invalid_or_failed_trials,kendall_tau_mean,kendall_tau_median,mean_rr,rr_max,rr_min,rr_population_stdev,rr_range,rr_values,scenario_id,scenario_type,spearman_mean,spearman_median,terminal_status_counts,top1_success_trials,top2_success_trials,top4_success_trials,unique_complete_rankings,unique_vulnerable_ranks,valid_complete_ranking_trials,valid_pair_count,valid_vulnerable_ranks,vulnerable_rank_agreement_pairs,vulnerable_rank_agreement_rate,vulnerable_rank_identical_across_all_five_trials,vulnerable_rank_pair_count,vulnerable_rank_population_stdev,vulnerable_rank_range,vulnerable_rank_stability_category
5,False,proprietary_gpt,True,"[""ox14-c000369|ox14-c000090|ox14-c000140|ox14-c000329|ox14-c000165"", ""ox14-c000369|ox14-c000090|ox14-c000329|ox14-c000140|ox14-c000165""]",6,0.6,5,False,0,0.92,1.0,0.31666666666666665,0.3333333333333333,0.25,0.033333333333333326,0.08333333333333331,"[0.3333333333333333, 0.3333333333333333, 0.25, 0.3333333333333333, 0.3333333333333333]",ow14-s0011,positive,0.96,1.0,"{""valid"": 5}",0,0,5,2,2,5,10,"[3, 3, 4, 3, 3]",6,0.6,False,10,0.4,1,varies_by_one_position
5,False,proprietary_gpt,True,"[""ox14-c000081|ox14-c000072|ox14-c000244|ox14-c000265|ox14-c000389"", ""ox14-c000244|ox14-c000265|ox14-c000389|ox14-c000072|ox14-c000081""]",4,0.4,5,False,0,0.15999999999999998,-0.4,0.7333333333333333,1.0,0.3333333333333333,0.32659863237109044,0.6666666666666667,"[0.3333333333333333, 1.0, 1.0, 1.0, 0.3333333333333333]",ow14-s0012,positive,0.039999999999999945,-0.6000000000000001,"{""valid"": 5}",3,3,5,2,2,5,10,"[3, 1, 1, 1, 3]",4,0.4,False,10,0.9797958971132712,2,varies_by_two_or_more_positions
5,False,proprietary_gpt,True,"[""ox14-c000211|ox14-c000323|ox14-c000246|ox14-c000380|ox14-c000046"", ""ox14-c000323|ox14-c000246|ox14-c000380|ox14-c000046|ox14-c000211""]",4,0.4,5,False,0,0.52,0.2,0.3,0.3333333333333333,0.25,0.04082482904638629,0.08333333333333331,"[0.3333333333333333, 0.3333333333333333, 0.25, 0.3333333333333333, 0.25]",ow14-s0013,positive,0.4,0.0,"{""valid"": 5}",0,0,5,2,2,5,10,"[3, 3, 4, 3, 4]",4,0.4,False,10,0.4898979485566356,1,varies_by_one_position
5,True,proprietary_gpt,False,"[""ox14-c000108|ox14-c000121|ox14-c000068|ox14-c000025|ox14-c000181""]",10,1.0,5,False,0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",ow14-s0014,positive,1.0,1.0,"{""valid"": 5}",0,0,5,1,1,5,10,"[3, 3, 3, 3, 3]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000197|ox14-c000058|ox14-c000415|ox14-c000012|ox14-c000037"", ""ox14-c000415|ox14-c000197|ox14-c000058|ox14-c000012|ox14-c000037""]",6,0.6,5,False,0,0.84,1.0,0.8666666666666667,1.0,0.3333333333333333,0.26666666666666666,0.6666666666666667,"[1.0, 1.0, 1.0, 0.3333333333333333, 1.0]",ow14-s0015,positive,0.88,1.0,"{""valid"": 5}",4,4,5,2,2,5,10,"[1, 1, 1, 3, 1]",6,0.6,False,10,0.8,2,varies_by_two_or_more_positions
5,False,proprietary_gpt,True,"[""ox14-c000110|ox14-c000245|ox14-c000270|ox14-c000354|ox14-c000374"", ""ox14-c000374|ox14-c000110|ox14-c000245|ox14-c000354|ox14-c000270"", ""ox14-c000374|ox14-c000354|ox14-c000270|ox14-c000110|ox14-c000245""]",3,0.3,5,False,0,0.07999999999999999,0.0,0.75,1.0,0.25,0.31622776601683794,0.75,"[1.0, 1.0, 0.25, 1.0, 0.5]",ow14-s0016,positive,0.019999999999999997,-0.10000000000000009,"{""valid"": 5}",3,4,5,3,3,5,10,"[1, 1, 4, 1, 2]",3,0.3,False,10,1.1661903789690602,3,varies_by_two_or_more_positions
5,False,proprietary_gpt,True,"[""ox14-c000087|ox14-c000075|ox14-c000322|ox14-c000127|ox14-c000033"", ""ox14-c000087|ox14-c000127|ox14-c000075|ox14-c000322|ox14-c000033"", ""ox14-c000087|ox14-c000127|ox14-c000322|ox14-c000075|ox14-c000033"", ""ox14-c000127|ox14-c000322|ox14-c000075|ox14-c000087|ox14-c000033""]",1,0.1,5,False,0,0.48,0.5,0.3333333333333333,0.5,0.25,0.09128709291752768,0.25,"[0.25, 0.3333333333333333, 0.3333333333333333, 0.25, 0.5]",ow14-s0017,positive,0.58,0.6499999999999999,"{""valid"": 5}",0,1,5,4,3,5,10,"[4, 3, 3, 4, 2]",2,0.2,False,10,0.7483314773547883,2,varies_by_two_or_more_positions
5,False,proprietary_gpt,True,"[""ox14-c000277|ox14-c000352|ox14-c000406|ox14-c000262|ox14-c000297"", ""ox14-c000277|ox14-c000406|ox14-c000262|ox14-c000352|ox14-c000297""]",4,0.4,5,False,0,0.76,0.6,0.2833333333333333,0.3333333333333333,0.25,0.04082482904638629,0.08333333333333331,"[0.3333333333333333, 0.25, 0.25, 0.3333333333333333, 0.25]",ow14-s0018,positive,0.82,0.7,"{""valid"": 5}",0,0,5,2,2,5,10,"[3, 4, 4, 3, 4]",4,0.4,False,10,0.4898979485566356,1,varies_by_one_position
5,False,proprietary_gpt,True,"[""ox14-c000193|ox14-c000113|ox14-c000060|ox14-c000357|ox14-c000183"", ""ox14-c000357|ox14-c000193|ox14-c000113|ox14-c000060|ox14-c000183""]",6,0.6,5,False,0,0.76,1.0,0.6,1.0,0.5,0.2,0.5,"[0.5, 0.5, 0.5, 1.0, 0.5]",ow14-s0019,positive,0.76,1.0,"{""valid"": 5}",1,5,5,2,2,5,10,"[2, 2, 2, 1, 2]",6,0.6,False,10,0.4,1,varies_by_one_position
5,True,proprietary_gpt,False,"[""ox14-c000097|ox14-c000103|ox14-c000398|ox14-c000381|ox14-c000293""]",10,1.0,5,False,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0020,positive,1.0,1.0,"{""valid"": 5}",5,5,5,1,1,5,10,"[1, 1, 1, 1, 1]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000373|ox14-c000093|ox14-c000400|ox14-c000107|ox14-c000422"", ""ox14-c000373|ox14-c000093|ox14-c000422|ox14-c000400|ox14-c000107""]",6,0.6,5,False,0,0.84,1.0,0.31666666666666665,0.3333333333333333,0.25,0.033333333333333326,0.08333333333333331,"[0.3333333333333333, 0.3333333333333333, 0.25, 0.3333333333333333, 0.3333333333333333]",ow14-s0021,positive,0.88,1.0,"{""valid"": 5}",0,0,5,2,2,5,10,"[3, 3, 4, 3, 3]",6,0.6,False,10,0.4,1,varies_by_one_position
5,False,proprietary_gpt,True,"[""ox14-c000237|ox14-c000053|ox14-c000427|ox14-c000337|ox14-c000350"", ""ox14-c000427|ox14-c000237|ox14-c000053|ox14-c000337|ox14-c000350"", ""ox14-c000427|ox14-c000337|ox14-c000350|ox14-c000237|ox14-c000053""]",3,0.3,5,False,0,0.52,0.6,0.55,1.0,0.25,0.2449489742783178,0.75,"[0.5, 0.25, 0.5, 0.5, 1.0]",ow14-s0022,positive,0.52,0.7,"{""valid"": 5}",1,4,5,3,3,5,10,"[2, 4, 2, 2, 1]",3,0.3,False,10,0.9797958971132712,3,varies_by_two_or_more_positions
5,False,proprietary_gpt,True,"[""ox14-c000344|ox14-c000216|ox14-c000384|ox14-c000122|ox14-c000016"", ""ox14-c000384|ox14-c000122|ox14-c000344|ox14-c000216|ox14-c000016""]",6,0.6,5,False,0,0.68,1.0,0.45,0.5,0.25,0.1,0.25,"[0.5, 0.5, 0.5, 0.5, 0.25]",ow14-s0023,positive,0.6799999999999999,1.0,"{""valid"": 5}",0,4,5,2,2,5,10,"[2, 2, 2, 2, 4]",6,0.6,False,10,0.8,2,varies_by_two_or_more_positions
5,True,proprietary_gpt,False,"[""ox14-c000268|ox14-c000207|ox14-c000356|ox14-c000220|ox14-c000177""]",10,1.0,5,False,0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",ow14-s0024,positive,1.0,1.0,"{""valid"": 5}",0,0,5,1,1,5,10,"[3, 3, 3, 3, 3]",10,1.0,True,10,0.0,0,stable_identical_rank
5,True,proprietary_gpt,False,"[""ox14-c000434|ox14-c000061|ox14-c000026|ox14-c000314|ox14-c000309""]",10,1.0,5,False,0,1.0,1.0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0025,positive,1.0,1.0,"{""valid"": 5}",0,0,0,1,1,5,10,"[5, 5, 5, 5, 5]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000273|ox14-c000109|ox14-c000242|ox14-c000219|ox14-c000034"", ""ox14-c000273|ox14-c000219|ox14-c000109|ox14-c000242|ox14-c000034""]",4,0.4,5,False,0,0.76,0.6,0.3,0.3333333333333333,0.25,0.04082482904638629,0.08333333333333331,"[0.25, 0.3333333333333333, 0.25, 0.3333333333333333, 0.3333333333333333]",ow14-s0026,positive,0.82,0.7,"{""valid"": 5}",0,0,5,2,2,5,10,"[4, 3, 4, 3, 3]",4,0.4,False,10,0.4898979485566356,1,varies_by_one_position
5,False,proprietary_gpt,True,"[""ox14-c000363|ox14-c000405|ox14-c000101|ox14-c000241|ox14-c000303"", ""ox14-c000405|ox14-c000101|ox14-c000241|ox14-c000363|ox14-c000303""]",4,0.4,5,False,0,0.64,0.4,0.3,0.3333333333333333,0.25,0.04082482904638629,0.08333333333333331,"[0.25, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.25]",ow14-s0027,positive,0.64,0.4,"{""valid"": 5}",0,0,5,2,2,5,10,"[4, 3, 3, 3, 4]",4,0.4,False,10,0.4898979485566356,1,varies_by_one_position
5,False,proprietary_gpt,True,"[""ox14-c000091|ox14-c000226|ox14-c000064|ox14-c000100|ox14-c000111"", ""ox14-c000091|ox14-c000226|ox14-c000100|ox14-c000111|ox14-c000064""]",6,0.6,5,False,0,0.84,1.0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0028,positive,0.88,1.0,"{""valid"": 5}",5,5,5,2,1,5,10,"[1, 1, 1, 1, 1]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000141|ox14-c000387|ox14-c000048|ox14-c000057|ox14-c000212"", ""ox14-c000212|ox14-c000387|ox14-c000048|ox14-c000141|ox14-c000057"", ""ox14-c000387|ox14-c000048|ox14-c000057|ox14-c000141|ox14-c000212""]",3,0.3,5,False,0,0.4,0.4,0.29,0.3333333333333333,0.2,0.05537749241945382,0.1333333333333333,"[0.2, 0.3333333333333333, 0.25, 0.3333333333333333, 0.3333333333333333]",ow14-s0029,positive,0.36,0.4,"{""valid"": 5}",0,0,4,3,3,5,10,"[5, 3, 4, 3, 3]",3,0.3,False,10,0.8,2,varies_by_two_or_more_positions
5,False,proprietary_gpt,True,"[""ox14-c000082|ox14-c000423|ox14-c000399|ox14-c000251|ox14-c000049"", ""ox14-c000423|ox14-c000082|ox14-c000399|ox14-c000251|ox14-c000049""]",6,0.6,5,False,0,0.92,1.0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0030,positive,0.96,1.0,"{""valid"": 5}",0,0,0,2,1,5,10,"[5, 5, 5, 5, 5]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000410|ox14-c000069|ox14-c000077|ox14-c000085|ox14-c000296"", ""ox14-c000410|ox14-c000085|ox14-c000069|ox14-c000077|ox14-c000296""]",4,0.4,5,False,0,0.76,0.6,0.39999999999999997,0.5,0.3333333333333333,0.08164965809277261,0.16666666666666669,"[0.5, 0.3333333333333333, 0.5, 0.3333333333333333, 0.3333333333333333]",ow14-s0031,positive,0.82,0.7,"{""valid"": 5}",0,2,5,2,2,5,10,"[2, 3, 2, 3, 3]",4,0.4,False,10,0.4898979485566356,1,varies_by_one_position
5,False,proprietary_gpt,True,"[""ox14-c000132|ox14-c000118|ox14-c000395|ox14-c000353|ox14-c000223"", ""ox14-c000223|ox14-c000132|ox14-c000353|ox14-c000118|ox14-c000395"", ""ox14-c000223|ox14-c000353|ox14-c000118|ox14-c000395|ox14-c000132""]",3,0.3,5,False,0,0.03999999999999999,-0.2,0.74,1.0,0.2,0.332264954516723,0.8,"[1.0, 1.0, 1.0, 0.5, 0.2]",ow14-s0032,positive,-0.019999999999999983,-0.30000000000000004,"{""valid"": 5}",3,4,4,3,3,5,10,"[1, 1, 1, 2, 5]",3,0.3,False,10,1.5491933384829668,4,varies_by_two_or_more_positions
5,True,proprietary_gpt,False,"[""ox14-c000394|ox14-c000188|ox14-c000311|ox14-c000315|ox14-c000307""]",10,1.0,5,False,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0033,positive,1.0,1.0,"{""valid"": 5}",5,5,5,1,1,5,10,"[1, 1, 1, 1, 1]",10,1.0,True,10,0.0,0,stable_identical_rank
5,True,proprietary_gpt,False,"[""ox14-c000404|ox14-c000351|ox14-c000161|ox14-c000167|ox14-c000027""]",10,1.0,5,False,0,1.0,1.0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0034,positive,1.0,1.0,"{""valid"": 5}",0,0,0,1,1,5,10,"[5, 5, 5, 5, 5]",10,1.0,True,10,0.0,0,stable_identical_rank
5,True,proprietary_gpt,False,"[""ox14-c000272|ox14-c000429|ox14-c000117|ox14-c000217|ox14-c000029""]",10,1.0,5,False,0,1.0,1.0,0.25,0.25,0.25,0.0,0.0,"[0.25, 0.25, 0.25, 0.25, 0.25]",ow14-s0035,positive,1.0,1.0,"{""valid"": 5}",0,0,5,1,1,5,10,"[4, 4, 4, 4, 4]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000089|ox14-c000346|ox14-c000136|ox14-c000377|ox14-c000185"", ""ox14-c000089|ox14-c000346|ox14-c000377|ox14-c000185|ox14-c000136"", ""ox14-c000377|ox14-c000185|ox14-c000136|ox14-c000346|ox14-c000089""]",3,0.3,5,False,0,0.27999999999999997,0.6,0.84,1.0,0.2,0.32,0.8,"[1.0, 1.0, 1.0, 1.0, 0.2]",ow14-s0036,positive,0.23999999999999996,0.7,"{""valid"": 5}",4,4,4,3,2,5,10,"[1, 1, 1, 1, 5]",6,0.6,False,10,1.6,4,varies_by_two_or_more_positions
5,False,proprietary_gpt,True,"[""ox14-c000070|ox14-c000247|ox14-c000198|ox14-c000190|ox14-c000396"", ""ox14-c000247|ox14-c000198|ox14-c000190|ox14-c000396|ox14-c000070""]",6,0.6,5,False,0,0.68,1.0,0.31666666666666665,0.3333333333333333,0.25,0.033333333333333326,0.08333333333333331,"[0.3333333333333333, 0.3333333333333333, 0.25, 0.3333333333333333, 0.3333333333333333]",ow14-s0037,positive,0.6,1.0,"{""valid"": 5}",0,0,5,2,2,5,10,"[3, 3, 4, 3, 3]",6,0.6,False,10,0.4,1,varies_by_one_position
5,True,proprietary_gpt,False,"[""ox14-c000099|ox14-c000056|ox14-c000102|ox14-c000023|ox14-c000171""]",10,1.0,5,False,0,1.0,1.0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0038,positive,1.0,1.0,"{""valid"": 5}",0,0,0,1,1,5,10,"[5, 5, 5, 5, 5]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000236|ox14-c000348|ox14-c000189|ox14-c000030|ox14-c000305"", ""ox14-c000348|ox14-c000189|ox14-c000236|ox14-c000030|ox14-c000305""]",6,0.6,5,False,0,0.84,1.0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0039,positive,0.88,1.0,"{""valid"": 5}",0,0,0,2,1,5,10,"[5, 5, 5, 5, 5]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000083|ox14-c000426|ox14-c000324|ox14-c000341|ox14-c000209"", ""ox14-c000324|ox14-c000341|ox14-c000209|ox14-c000426|ox14-c000083"", ""ox14-c000324|ox14-c000426|ox14-c000341|ox14-c000209|ox14-c000083"", ""ox14-c000426|ox14-c000324|ox14-c000341|ox14-c000209|ox14-c000083""]",1,0.1,5,False,0,0.4,0.5,0.7666666666666666,1.0,0.3333333333333333,0.2905932629027116,0.6666666666666667,"[0.3333333333333333, 1.0, 1.0, 0.5, 1.0]",ow14-s0040,positive,0.37999999999999995,0.55,"{""valid"": 5}",3,4,5,4,3,5,10,"[3, 1, 1, 2, 1]",3,0.3,False,10,0.8,2,varies_by_two_or_more_positions
5,True,proprietary_gpt,False,"[""ox14-c000184|ox14-c000327|ox14-c000254|ox14-c000259|ox14-c000333""]",10,1.0,5,False,0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,"[0.5, 0.5, 0.5, 0.5, 0.5]",ow14-s0041,positive,1.0,1.0,"{""valid"": 5}",0,5,5,1,1,5,10,"[2, 2, 2, 2, 2]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000229|ox14-c000031|ox14-c000355|ox14-c000278|ox14-c000328"", ""ox14-c000229|ox14-c000328|ox14-c000355|ox14-c000278|ox14-c000031"", ""ox14-c000229|ox14-c000355|ox14-c000328|ox14-c000278|ox14-c000031""]",2,0.2,5,False,0,0.56,0.8,0.37333333333333335,0.5,0.2,0.11430952132988165,0.3,"[0.3333333333333333, 0.5, 0.3333333333333333, 0.5, 0.2]",ow14-s0042,positive,0.64,0.9,"{""valid"": 5}",0,2,4,3,3,5,10,"[3, 2, 3, 2, 5]",2,0.2,False,10,1.0954451150103321,3,varies_by_two_or_more_positions
5,False,proprietary_gpt,True,"[""ox14-c000125|ox14-c000200|ox14-c000204|ox14-c000065|ox14-c000294"", ""ox14-c000204|ox14-c000065|ox14-c000125|ox14-c000200|ox14-c000294""]",6,0.6,5,False,0,0.68,1.0,0.45,0.5,0.25,0.1,0.25,"[0.5, 0.5, 0.25, 0.5, 0.5]",ow14-s0043,positive,0.6799999999999999,1.0,"{""valid"": 5}",0,4,5,2,2,5,10,"[2, 2, 4, 2, 2]",6,0.6,False,10,0.8,2,varies_by_two_or_more_positions
5,True,proprietary_gpt,False,"[""ox14-c000397|ox14-c000409|ox14-c000044|ox14-c000066|ox14-c000164""]",10,1.0,5,False,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0044,positive,1.0,1.0,"{""valid"": 5}",5,5,5,1,1,5,10,"[1, 1, 1, 1, 1]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000112|ox14-c000261|ox14-c000432|ox14-c000208|ox14-c000174"", ""ox14-c000432|ox14-c000112|ox14-c000261|ox14-c000208|ox14-c000174""]",6,0.6,5,False,0,0.84,1.0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0045,positive,0.88,1.0,"{""valid"": 5}",0,0,0,2,1,5,10,"[5, 5, 5, 5, 5]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000414|ox14-c000408|ox14-c000224|ox14-c000362|ox14-c000310"", ""ox14-c000414|ox14-c000408|ox14-c000310|ox14-c000224|ox14-c000362""]",4,0.4,5,False,0,0.76,0.6,0.5,0.5,0.5,0.0,0.0,"[0.5, 0.5, 0.5, 0.5, 0.5]",ow14-s0046,positive,0.82,0.7,"{""valid"": 5}",0,5,5,2,1,5,10,"[2, 2, 2, 2, 2]",10,1.0,True,10,0.0,0,stable_identical_rank
5,True,proprietary_gpt,False,"[""ox14-c000134|ox14-c000402|ox14-c000391|ox14-c000210|ox14-c000036""]",10,1.0,5,False,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0047,positive,1.0,1.0,"{""valid"": 5}",5,5,5,1,1,5,10,"[1, 1, 1, 1, 1]",10,1.0,True,10,0.0,0,stable_identical_rank
