artifact_status,fake_data,model_candidate_id,family,model_identifier,scenario_id,scenario_outcome_class,trial_number,candidate_count,test_budget,valid,provider_failed,timeout,malformed,duplicate_id,unknown_id,omitted_id,validation_errors,parsed_ranking,top_rank_candidate_id,top_rank_is_vulnerable,vulnerable_candidate_rank,top_k_recall,reciprocal_rank,negative_scenario_behavior,latency_ms,estimated_peak_memory_gb,metadata_completeness_score,prompt_version,candidate_input_keys,authority_boundary_preserved,schedule_index,transport_parser_rule_version,runtime_marker_separated,stop_reason,token_limit_reached,generated_token_count,process_return_code,stdout_sha256,stderr_sha256,exact_command,prompt_input_tokens,completion_output_tokens,total_tokens,cost_usd,memory_before_available_bytes,memory_after_available_bytes,memory_delta_available_bytes,resource_measurement_available
live_model_response,False,qwen2_5_7b_instruct_gguf_q4_k_m,Qwen,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,cal-xss-004,vulnerable,2,7,4,True,False,False,False,False,False,False,[],"[""cal-xss-004-iris-search"", ""cal-xss-004-juniper-query"", ""cal-xss-004-krypton-name"", ""cal-xss-004-mesa-comment"", ""cal-xss-004-lagoon-mode"", ""cal-xss-004-lagoon-page"", ""cal-xss-004-lagoon-slot""]",cal-xss-004-iris-search,False,7,False,0.14285714285714285,not_applicable,66957,7.0,1.0,llm-candidate-ranking-v1,"[""action_path"", ""candidate_id"", ""editable_input_count"", ""input_type"", ""method"", ""parameter_count"", ""parameter_name"", ""required_input_count"", ""source""]",True,11,llama-completion-transport-parser-v1.3,True,eos_runtime_marker,False,253,0,0fffd1b76aeaafad426b2fd15471c384c58d32993643caee2e449ffd489e8e3f,b776bd7e52697266ed65f08569f4d8b97a05ed21cc5135c13d3914fd37e60c79,"[""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-runtimes\\llama.cpp-b9637\\cpu-x64\\llama-completion.exe"", ""-m"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-models\\local-runtime-provisioning-v1.3\\qwen2_5_7b_instruct_gguf_q4_k_m\\qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""-f"", ""C:\\Users\\SELUAPNS\\AppData\\Local\\Temp\\tmpcc1teo_q.prompt.txt"", ""-c"", ""4096"", ""-n"", ""768"", ""--temp"", ""0.0"", ""--top-p"", ""1.0"", ""--seed"", ""42"", ""-t"", ""8"", ""--no-display-prompt"", ""--single-turn"", ""--json-schema-file"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\results\\local-model-calibration-bakeoff-v1.3\\schemas\\cal-xss-004.json""]",not_available,253,not_available,not_applicable,9213108224,9145257984,-67850240,True
live_model_response,False,qwen2_5_7b_instruct_gguf_q4_k_m,Qwen,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,cal-xss-004,vulnerable,3,7,4,True,False,False,False,False,False,False,[],"[""cal-xss-004-iris-search"", ""cal-xss-004-juniper-query"", ""cal-xss-004-krypton-name"", ""cal-xss-004-mesa-comment"", ""cal-xss-004-lagoon-mode"", ""cal-xss-004-lagoon-page"", ""cal-xss-004-lagoon-slot""]",cal-xss-004-iris-search,False,7,False,0.14285714285714285,not_applicable,68898,7.0,1.0,llm-candidate-ranking-v1,"[""action_path"", ""candidate_id"", ""editable_input_count"", ""input_type"", ""method"", ""parameter_count"", ""parameter_name"", ""required_input_count"", ""source""]",True,12,llama-completion-transport-parser-v1.3,True,eos_runtime_marker,False,253,0,0fffd1b76aeaafad426b2fd15471c384c58d32993643caee2e449ffd489e8e3f,4d8213a5266b60abcec30df53f683072da0955bbd4da468e2fdcf36474fa5703,"[""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-runtimes\\llama.cpp-b9637\\cpu-x64\\llama-completion.exe"", ""-m"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-models\\local-runtime-provisioning-v1.3\\qwen2_5_7b_instruct_gguf_q4_k_m\\qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""-f"", ""C:\\Users\\SELUAPNS\\AppData\\Local\\Temp\\tmputhcis9l.prompt.txt"", ""-c"", ""4096"", ""-n"", ""768"", ""--temp"", ""0.0"", ""--top-p"", ""1.0"", ""--seed"", ""42"", ""-t"", ""8"", ""--no-display-prompt"", ""--single-turn"", ""--json-schema-file"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\results\\local-model-calibration-bakeoff-v1.3\\schemas\\cal-xss-004.json""]",not_available,253,not_available,not_applicable,9121943552,9174953984,53010432,True
live_model_response,False,qwen2_5_7b_instruct_gguf_q4_k_m,Qwen,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,cal-xss-005,negative,1,5,4,True,False,False,False,False,False,False,[],"[""cal-xss-005-west-ref"", ""cal-xss-005-west-page"", ""cal-xss-005-south-name"", ""cal-xss-005-north-search"", ""cal-xss-005-east-query""]",cal-xss-005-west-ref,not_applicable,not_applicable,not_applicable,not_applicable,ranking_only_no_verifier_false_positive_not_applicable,48144,7.0,1.0,llm-candidate-ranking-v1,"[""action_path"", ""candidate_id"", ""editable_input_count"", ""input_type"", ""method"", ""parameter_count"", ""parameter_name"", ""required_input_count"", ""source""]",True,13,llama-completion-transport-parser-v1.3,True,eos_runtime_marker,False,171,0,f11a1aeae5c1ca9f5e0f23e50689e5f4516134d5e9ab8df023a47ca7c84a8a99,76b22e00c1ee6ca69bd3a9e3bff5f0b067ee979ab2dcf87cdf9ff330090c1841,"[""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-runtimes\\llama.cpp-b9637\\cpu-x64\\llama-completion.exe"", ""-m"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-models\\local-runtime-provisioning-v1.3\\qwen2_5_7b_instruct_gguf_q4_k_m\\qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""-f"", ""C:\\Users\\SELUAPNS\\AppData\\Local\\Temp\\tmpwqvqeq5c.prompt.txt"", ""-c"", ""4096"", ""-n"", ""768"", ""--temp"", ""0.0"", ""--top-p"", ""1.0"", ""--seed"", ""42"", ""-t"", ""8"", ""--no-display-prompt"", ""--single-turn"", ""--json-schema-file"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\results\\local-model-calibration-bakeoff-v1.3\\schemas\\cal-xss-005.json""]",not_available,171,not_available,not_applicable,9170665472,9175195648,4530176,True
live_model_response,False,qwen2_5_7b_instruct_gguf_q4_k_m,Qwen,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,cal-xss-005,negative,2,5,4,True,False,False,False,False,False,False,[],"[""cal-xss-005-west-ref"", ""cal-xss-005-west-page"", ""cal-xss-005-south-name"", ""cal-xss-005-north-search"", ""cal-xss-005-east-query""]",cal-xss-005-west-ref,not_applicable,not_applicable,not_applicable,not_applicable,ranking_only_no_verifier_false_positive_not_applicable,49470,7.0,1.0,llm-candidate-ranking-v1,"[""action_path"", ""candidate_id"", ""editable_input_count"", ""input_type"", ""method"", ""parameter_count"", ""parameter_name"", ""required_input_count"", ""source""]",True,14,llama-completion-transport-parser-v1.3,True,eos_runtime_marker,False,171,0,f11a1aeae5c1ca9f5e0f23e50689e5f4516134d5e9ab8df023a47ca7c84a8a99,039ae4a7027845ce4265fc4ca580942ac974541fe39a64ffdbbf7850eaa4b5d9,"[""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-runtimes\\llama.cpp-b9637\\cpu-x64\\llama-completion.exe"", ""-m"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-models\\local-runtime-provisioning-v1.3\\qwen2_5_7b_instruct_gguf_q4_k_m\\qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""-f"", ""C:\\Users\\SELUAPNS\\AppData\\Local\\Temp\\tmphpy7eckx.prompt.txt"", ""-c"", ""4096"", ""-n"", ""768"", ""--temp"", ""0.0"", ""--top-p"", ""1.0"", ""--seed"", ""42"", ""-t"", ""8"", ""--no-display-prompt"", ""--single-turn"", ""--json-schema-file"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\results\\local-model-calibration-bakeoff-v1.3\\schemas\\cal-xss-005.json""]",not_available,171,not_available,not_applicable,9168371712,9150390272,-17981440,True
live_model_response,False,qwen2_5_7b_instruct_gguf_q4_k_m,Qwen,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,cal-xss-005,negative,3,5,4,True,False,False,False,False,False,False,[],"[""cal-xss-005-west-ref"", ""cal-xss-005-west-page"", ""cal-xss-005-south-name"", ""cal-xss-005-north-search"", ""cal-xss-005-east-query""]",cal-xss-005-west-ref,not_applicable,not_applicable,not_applicable,not_applicable,ranking_only_no_verifier_false_positive_not_applicable,48066,7.0,1.0,llm-candidate-ranking-v1,"[""action_path"", ""candidate_id"", ""editable_input_count"", ""input_type"", ""method"", ""parameter_count"", ""parameter_name"", ""required_input_count"", ""source""]",True,15,llama-completion-transport-parser-v1.3,True,eos_runtime_marker,False,171,0,f11a1aeae5c1ca9f5e0f23e50689e5f4516134d5e9ab8df023a47ca7c84a8a99,5756c26c17e5472c4959f489394aee7da7efe72bea1e217bec7cdf480bd01ffe,"[""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-runtimes\\llama.cpp-b9637\\cpu-x64\\llama-completion.exe"", ""-m"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-models\\local-runtime-provisioning-v1.3\\qwen2_5_7b_instruct_gguf_q4_k_m\\qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""-f"", ""C:\\Users\\SELUAPNS\\AppData\\Local\\Temp\\tmpqmm65d2n.prompt.txt"", ""-c"", ""4096"", ""-n"", ""768"", ""--temp"", ""0.0"", ""--top-p"", ""1.0"", ""--seed"", ""42"", ""-t"", ""8"", ""--no-display-prompt"", ""--single-turn"", ""--json-schema-file"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\results\\local-model-calibration-bakeoff-v1.3\\schemas\\cal-xss-005.json""]",not_available,171,not_available,not_applicable,9139515392,9149132800,9617408,True
live_model_response,False,qwen2_5_7b_instruct_gguf_q4_k_m,Qwen,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,cal-xss-006,negative,1,6,4,True,False,False,False,False,False,False,[],"[""cal-xss-006-olive-memo"", ""cal-xss-006-olive-name"", ""cal-xss-006-pearl-line"", ""cal-xss-006-quill-kind"", ""cal-xss-006-quill-mode"", ""cal-xss-006-quill-ref""]",cal-xss-006-olive-memo,not_applicable,not_applicable,not_applicable,not_applicable,ranking_only_no_verifier_false_positive_not_applicable,65375,7.0,1.0,llm-candidate-ranking-v1,"[""action_path"", ""candidate_id"", ""editable_input_count"", ""input_type"", ""method"", ""parameter_count"", ""parameter_name"", ""required_input_count"", ""source""]",True,16,llama-completion-transport-parser-v1.3,True,eos_runtime_marker,False,268,0,c85973361de70356fe6459d00fe992075809cca82ad9aa4580a0318b342570a8,57897ba7078b969067d093938d1241091cb270f562f9e87472f0b4d15a3b0015,"[""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-runtimes\\llama.cpp-b9637\\cpu-x64\\llama-completion.exe"", ""-m"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-models\\local-runtime-provisioning-v1.3\\qwen2_5_7b_instruct_gguf_q4_k_m\\qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""-f"", ""C:\\Users\\SELUAPNS\\AppData\\Local\\Temp\\tmpx6u7sup8.prompt.txt"", ""-c"", ""4096"", ""-n"", ""768"", ""--temp"", ""0.0"", ""--top-p"", ""1.0"", ""--seed"", ""42"", ""-t"", ""8"", ""--no-display-prompt"", ""--single-turn"", ""--json-schema-file"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\results\\local-model-calibration-bakeoff-v1.3\\schemas\\cal-xss-006.json""]",not_available,268,not_available,not_applicable,9144098816,9063628800,-80470016,True
live_model_response,False,qwen2_5_7b_instruct_gguf_q4_k_m,Qwen,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,cal-xss-006,negative,2,6,4,True,False,False,False,False,False,False,[],"[""cal-xss-006-olive-memo"", ""cal-xss-006-olive-name"", ""cal-xss-006-pearl-line"", ""cal-xss-006-quill-kind"", ""cal-xss-006-quill-mode"", ""cal-xss-006-quill-ref""]",cal-xss-006-olive-memo,not_applicable,not_applicable,not_applicable,not_applicable,ranking_only_no_verifier_false_positive_not_applicable,64730,7.0,1.0,llm-candidate-ranking-v1,"[""action_path"", ""candidate_id"", ""editable_input_count"", ""input_type"", ""method"", ""parameter_count"", ""parameter_name"", ""required_input_count"", ""source""]",True,17,llama-completion-transport-parser-v1.3,True,eos_runtime_marker,False,268,0,c85973361de70356fe6459d00fe992075809cca82ad9aa4580a0318b342570a8,c5d2537ac9292c29714e0760d14199f835d335619119ac93678fdab5f91091d7,"[""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-runtimes\\llama.cpp-b9637\\cpu-x64\\llama-completion.exe"", ""-m"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-models\\local-runtime-provisioning-v1.3\\qwen2_5_7b_instruct_gguf_q4_k_m\\qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""-f"", ""C:\\Users\\SELUAPNS\\AppData\\Local\\Temp\\tmpm28ynfc_.prompt.txt"", ""-c"", ""4096"", ""-n"", ""768"", ""--temp"", ""0.0"", ""--top-p"", ""1.0"", ""--seed"", ""42"", ""-t"", ""8"", ""--no-display-prompt"", ""--single-turn"", ""--json-schema-file"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\results\\local-model-calibration-bakeoff-v1.3\\schemas\\cal-xss-006.json""]",not_available,268,not_available,not_applicable,9049538560,9085005824,35467264,True
live_model_response,False,qwen2_5_7b_instruct_gguf_q4_k_m,Qwen,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,cal-xss-006,negative,3,6,4,True,False,False,False,False,False,False,[],"[""cal-xss-006-olive-memo"", ""cal-xss-006-olive-name"", ""cal-xss-006-pearl-line"", ""cal-xss-006-quill-kind"", ""cal-xss-006-quill-mode"", ""cal-xss-006-quill-ref""]",cal-xss-006-olive-memo,not_applicable,not_applicable,not_applicable,not_applicable,ranking_only_no_verifier_false_positive_not_applicable,65177,7.0,1.0,llm-candidate-ranking-v1,"[""action_path"", ""candidate_id"", ""editable_input_count"", ""input_type"", ""method"", ""parameter_count"", ""parameter_name"", ""required_input_count"", ""source""]",True,18,llama-completion-transport-parser-v1.3,True,eos_runtime_marker,False,268,0,c85973361de70356fe6459d00fe992075809cca82ad9aa4580a0318b342570a8,21d56da4f9e994262ce949fc15d75f9480220f47da060fb23989ebde366568bc,"[""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-runtimes\\llama.cpp-b9637\\cpu-x64\\llama-completion.exe"", ""-m"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-models\\local-runtime-provisioning-v1.3\\qwen2_5_7b_instruct_gguf_q4_k_m\\qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""-f"", ""C:\\Users\\SELUAPNS\\AppData\\Local\\Temp\\tmpxqo1lez9.prompt.txt"", ""-c"", ""4096"", ""-n"", ""768"", ""--temp"", ""0.0"", ""--top-p"", ""1.0"", ""--seed"", ""42"", ""-t"", ""8"", ""--no-display-prompt"", ""--single-turn"", ""--json-schema-file"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\results\\local-model-calibration-bakeoff-v1.3\\schemas\\cal-xss-006.json""]",not_available,268,not_available,not_applicable,9083600896,9140363264,56762368,True
live_model_response,False,phi3_5_mini_instruct_gguf_q4_k_m,Phi,bartowski/Phi-3.5-mini-instruct-GGUF:Q4_K_M,cal-xss-001,vulnerable,1,4,4,True,False,False,False,False,False,False,[],"[""cal-xss-001-cedar-ref"", ""cal-xss-001-alpha-term"", ""cal-xss-001-delta-line"", ""cal-xss-001-bravo-memo""]",cal-xss-001-cedar-ref,False,2,True,0.5,not_applicable,52417,4.0,0.9,llm-candidate-ranking-v1,"[""action_path"", ""candidate_id"", ""editable_input_count"", ""input_type"", ""method"", ""parameter_count"", ""parameter_name"", ""required_input_count"", ""source""]",True,19,llama-completion-transport-parser-v1.3,True,eos_runtime_marker,False,240,0,2cf0346e4293335e69c4b0768825578c1da7c7e51a1a4da3ea0eb6055fc02fa6,084447b34bd2ecf3ab58225a6a551d2918607966ff5f3c5a9cdc069c286eea08,"[""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-runtimes\\llama.cpp-b9637\\cpu-x64\\llama-completion.exe"", ""-m"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-models\\local-runtime-provisioning-v1.3\\phi3_5_mini_instruct_gguf_q4_k_m\\Phi-3.5-mini-instruct-Q4_K_M.gguf"", ""-f"", ""C:\\Users\\SELUAPNS\\AppData\\Local\\Temp\\tmptdn16rk_.prompt.txt"", ""-c"", ""4096"", ""-n"", ""768"", ""--temp"", ""0.0"", ""--top-p"", ""1.0"", ""--seed"", ""42"", ""-t"", ""8"", ""--no-display-prompt"", ""--single-turn"", ""--json-schema-file"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\results\\local-model-calibration-bakeoff-v1.3\\schemas\\cal-xss-001.json""]",not_available,240,not_available,not_applicable,9135366144,9120481280,-14884864,True
live_model_response,False,phi3_5_mini_instruct_gguf_q4_k_m,Phi,bartowski/Phi-3.5-mini-instruct-GGUF:Q4_K_M,cal-xss-001,vulnerable,2,4,4,True,False,False,False,False,False,False,[],"[""cal-xss-001-cedar-ref"", ""cal-xss-001-alpha-term"", ""cal-xss-001-delta-line"", ""cal-xss-001-bravo-memo""]",cal-xss-001-cedar-ref,False,2,True,0.5,not_applicable,47768,4.0,0.9,llm-candidate-ranking-v1,"[""action_path"", ""candidate_id"", ""editable_input_count"", ""input_type"", ""method"", ""parameter_count"", ""parameter_name"", ""required_input_count"", ""source""]",True,20,llama-completion-transport-parser-v1.3,True,eos_runtime_marker,False,240,0,2cf0346e4293335e69c4b0768825578c1da7c7e51a1a4da3ea0eb6055fc02fa6,c721fab4935117f60529bbde46dc10f196c4f1de32c206700a477ed023d84a4a,"[""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-runtimes\\llama.cpp-b9637\\cpu-x64\\llama-completion.exe"", ""-m"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-models\\local-runtime-provisioning-v1.3\\phi3_5_mini_instruct_gguf_q4_k_m\\Phi-3.5-mini-instruct-Q4_K_M.gguf"", ""-f"", ""C:\\Users\\SELUAPNS\\AppData\\Local\\Temp\\tmpeek_x2py.prompt.txt"", ""-c"", ""4096"", ""-n"", ""768"", ""--temp"", ""0.0"", ""--top-p"", ""1.0"", ""--seed"", ""42"", ""-t"", ""8"", ""--no-display-prompt"", ""--single-turn"", ""--json-schema-file"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\results\\local-model-calibration-bakeoff-v1.3\\schemas\\cal-xss-001.json""]",not_available,240,not_available,not_applicable,9104031744,9209946112,105914368,True
live_model_response,False,phi3_5_mini_instruct_gguf_q4_k_m,Phi,bartowski/Phi-3.5-mini-instruct-GGUF:Q4_K_M,cal-xss-001,vulnerable,3,4,4,True,False,False,False,False,False,False,[],"[""cal-xss-001-cedar-ref"", ""cal-xss-001-alpha-term"", ""cal-xss-001-delta-line"", ""cal-xss-001-bravo-memo""]",cal-xss-001-cedar-ref,False,2,True,0.5,not_applicable,46588,4.0,0.9,llm-candidate-ranking-v1,"[""action_path"", ""candidate_id"", ""editable_input_count"", ""input_type"", ""method"", ""parameter_count"", ""parameter_name"", ""required_input_count"", ""source""]",True,21,llama-completion-transport-parser-v1.3,True,eos_runtime_marker,False,240,0,2cf0346e4293335e69c4b0768825578c1da7c7e51a1a4da3ea0eb6055fc02fa6,52a99020b8c5babb1692d87502ef871d194c8df163f48944fc04cc48916268f9,"[""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-runtimes\\llama.cpp-b9637\\cpu-x64\\llama-completion.exe"", ""-m"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-models\\local-runtime-provisioning-v1.3\\phi3_5_mini_instruct_gguf_q4_k_m\\Phi-3.5-mini-instruct-Q4_K_M.gguf"", ""-f"", ""C:\\Users\\SELUAPNS\\AppData\\Local\\Temp\\tmpqkyy_e4r.prompt.txt"", ""-c"", ""4096"", ""-n"", ""768"", ""--temp"", ""0.0"", ""--top-p"", ""1.0"", ""--seed"", ""42"", ""-t"", ""8"", ""--no-display-prompt"", ""--single-turn"", ""--json-schema-file"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\results\\local-model-calibration-bakeoff-v1.3\\schemas\\cal-xss-001.json""]",not_available,240,not_available,not_applicable,9201586176,9225965568,24379392,True
live_model_response,False,phi3_5_mini_instruct_gguf_q4_k_m,Phi,bartowski/Phi-3.5-mini-instruct-GGUF:Q4_K_M,cal-xss-002,vulnerable,1,5,4,True,False,False,False,False,False,False,[],"[""cal-xss-002-dune-kind"", ""cal-xss-002-dune-memo"", ""cal-xss-002-cabin-ref"", ""cal-xss-002-brook-name"", ""cal-xss-002-atlas-query""]",cal-xss-002-dune-kind,False,3,True,0.3333333333333333,not_applicable,59921,4.0,0.9,llm-candidate-ranking-v1,"[""action_path"", ""candidate_id"", ""editable_input_count"", ""input_type"", ""method"", ""parameter_count"", ""parameter_name"", ""required_input_count"", ""source""]",True,22,llama-completion-transport-parser-v1.3,True,eos_runtime_marker,False,286,0,9ba9e69bbf0adf0c1ebcf3d4186b7693ac2441c1860268518a71ea5786db7234,c504217e2fa33c6728a978f183aabc00afd64093afd3edfe79204468e21c6516,"[""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-runtimes\\llama.cpp-b9637\\cpu-x64\\llama-completion.exe"", ""-m"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-models\\local-runtime-provisioning-v1.3\\phi3_5_mini_instruct_gguf_q4_k_m\\Phi-3.5-mini-instruct-Q4_K_M.gguf"", ""-f"", ""C:\\Users\\SELUAPNS\\AppData\\Local\\Temp\\tmpbr91q41x.prompt.txt"", ""-c"", ""4096"", ""-n"", ""768"", ""--temp"", ""0.0"", ""--top-p"", ""1.0"", ""--seed"", ""42"", ""-t"", ""8"", ""--no-display-prompt"", ""--single-turn"", ""--json-schema-file"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\results\\local-model-calibration-bakeoff-v1.3\\schemas\\cal-xss-002.json""]",not_available,286,not_available,not_applicable,9222979584,8847020032,-375959552,True
live_model_response,False,phi3_5_mini_instruct_gguf_q4_k_m,Phi,bartowski/Phi-3.5-mini-instruct-GGUF:Q4_K_M,cal-xss-002,vulnerable,2,5,4,True,False,False,False,False,False,False,[],"[""cal-xss-002-dune-kind"", ""cal-xss-002-dune-memo"", ""cal-xss-002-cabin-ref"", ""cal-xss-002-brook-name"", ""cal-xss-002-atlas-query""]",cal-xss-002-dune-kind,False,3,True,0.3333333333333333,not_applicable,58279,4.0,0.9,llm-candidate-ranking-v1,"[""action_path"", ""candidate_id"", ""editable_input_count"", ""input_type"", ""method"", ""parameter_count"", ""parameter_name"", ""required_input_count"", ""source""]",True,23,llama-completion-transport-parser-v1.3,True,eos_runtime_marker,False,286,0,9ba9e69bbf0adf0c1ebcf3d4186b7693ac2441c1860268518a71ea5786db7234,fc8e629c5865a56b632bb74e3613d2043951da3956bb49793c0396d65d40c8bd,"[""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-runtimes\\llama.cpp-b9637\\cpu-x64\\llama-completion.exe"", ""-m"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-models\\local-runtime-provisioning-v1.3\\phi3_5_mini_instruct_gguf_q4_k_m\\Phi-3.5-mini-instruct-Q4_K_M.gguf"", ""-f"", ""C:\\Users\\SELUAPNS\\AppData\\Local\\Temp\\tmpf5xwtmpt.prompt.txt"", ""-c"", ""4096"", ""-n"", ""768"", ""--temp"", ""0.0"", ""--top-p"", ""1.0"", ""--seed"", ""42"", ""-t"", ""8"", ""--no-display-prompt"", ""--single-turn"", ""--json-schema-file"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\results\\local-model-calibration-bakeoff-v1.3\\schemas\\cal-xss-002.json""]",not_available,286,not_available,not_applicable,8842469376,9096462336,253992960,True
live_model_response,False,phi3_5_mini_instruct_gguf_q4_k_m,Phi,bartowski/Phi-3.5-mini-instruct-GGUF:Q4_K_M,cal-xss-002,vulnerable,3,5,4,True,False,False,False,False,False,False,[],"[""cal-xss-002-dune-kind"", ""cal-xss-002-dune-memo"", ""cal-xss-002-cabin-ref"", ""cal-xss-002-brook-name"", ""cal-xss-002-atlas-query""]",cal-xss-002-dune-kind,False,3,True,0.3333333333333333,not_applicable,58646,4.0,0.9,llm-candidate-ranking-v1,"[""action_path"", ""candidate_id"", ""editable_input_count"", ""input_type"", ""method"", ""parameter_count"", ""parameter_name"", ""required_input_count"", ""source""]",True,24,llama-completion-transport-parser-v1.3,True,eos_runtime_marker,False,286,0,9ba9e69bbf0adf0c1ebcf3d4186b7693ac2441c1860268518a71ea5786db7234,b58fda3edfeb45a4bfe9b9928f1e34206144aae8390b8761ecd15f6d227648cc,"[""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-runtimes\\llama.cpp-b9637\\cpu-x64\\llama-completion.exe"", ""-m"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\.adstf-models\\local-runtime-provisioning-v1.3\\phi3_5_mini_instruct_gguf_q4_k_m\\Phi-3.5-mini-instruct-Q4_K_M.gguf"", ""-f"", ""C:\\Users\\SELUAPNS\\AppData\\Local\\Temp\\tmpazm84r6q.prompt.txt"", ""-c"", ""4096"", ""-n"", ""768"", ""--temp"", ""0.0"", ""--top-p"", ""1.0"", ""--seed"", ""42"", ""-t"", ""8"", ""--no-display-prompt"", ""--single-turn"", ""--json-schema-file"", ""C:\\Users\\SELUAPNS\\source\\repos\\ai-driven-security-testing-framework\\results\\local-model-calibration-bakeoff-v1.3\\schemas\\cal-xss-002.json""]",not_available,286,not_available,not_applicable,9096613888,9122791424,26177536,True
