arm_id,scenario_id,trial_number,rank,candidate_id,candidate_known,duplicate_in_response,valid_trial,rationale
proprietary_gpt,x13-001,4,3,get-form:http://127.0.0.1:4395/suite-v13/x13-001/birch:memo,True,False,True,"Single optional editable text input submitted via GET, with no additional parameters to complicate assessment."
proprietary_gpt,x13-001,4,4,get-form:http://127.0.0.1:4395/suite-v13/x13-001/dune:line,True,False,True,Single optional editable text input submitted via GET; comparable to the other form candidates but slightly lower priority.
proprietary_gpt,x13-001,5,1,query:http://127.0.0.1:4395/suite-v13/x13-001/cedar?item=sample:item,True,False,True,"Explicit GET query parameter provides a direct, single-input reflection surface."
proprietary_gpt,x13-001,5,2,get-form:http://127.0.0.1:4395/suite-v13/x13-001/amber:tone,True,False,True,"Single optional text input submitted via GET, offering a straightforward reflection surface."
proprietary_gpt,x13-001,5,3,get-form:http://127.0.0.1:4395/suite-v13/x13-001/birch:memo,True,False,True,Single optional text input submitted via GET; comparable surface with no additional parameters.
proprietary_gpt,x13-001,5,4,get-form:http://127.0.0.1:4395/suite-v13/x13-001/dune:line,True,False,True,Single optional text input submitted via GET; comparable surface with no additional parameters.
proprietary_gpt,x13-002,1,1,query:http://127.0.0.1:4395/suite-v13/x13-002/keel?ref=sample:ref,True,False,True,Direct existing query parameter with a single editable GET input provides a clear reflection surface.
proprietary_gpt,x13-002,1,2,get-form:http://127.0.0.1:4395/suite-v13/x13-002/lumen:query,True,False,True,Single optional text parameter named query is a common user-controlled reflection point.
proprietary_gpt,x13-002,1,3,get-form:http://127.0.0.1:4395/suite-v13/x13-002/mason:text,True,False,True,Single optional text input offers a straightforward GET reflection candidate.
proprietary_gpt,x13-002,1,4,get-form:http://127.0.0.1:4395/suite-v13/x13-002/olive:code,True,False,True,The required single text parameter should reliably reach the endpoint’s processing path.
proprietary_gpt,x13-002,1,5,get-form:http://127.0.0.1:4395/suite-v13/x13-002/noble:name,True,False,True,Single optional name input is a plausible but less directly indicative reflection surface.
proprietary_gpt,x13-002,2,1,query:http://127.0.0.1:4395/suite-v13/x13-002/keel?ref=sample:ref,True,False,True,Existing URL query parameter is directly user-controllable and offers a straightforward reflected-input testing surface.
proprietary_gpt,x13-002,2,2,get-form:http://127.0.0.1:4395/suite-v13/x13-002/olive:code,True,False,True,Required single text input is a focused GET reflection candidate with no additional parameter complexity.
proprietary_gpt,x13-002,2,3,get-form:http://127.0.0.1:4395/suite-v13/x13-002/lumen:query,True,False,True,"Single optional text query parameter provides a clear, direct reflected-input surface."
proprietary_gpt,x13-002,2,4,get-form:http://127.0.0.1:4395/suite-v13/x13-002/mason:text,True,False,True,"Single optional text parameter is suitable for reflected-input assessment, though it has no required-input signal."
proprietary_gpt,x13-002,2,5,get-form:http://127.0.0.1:4395/suite-v13/x13-002/noble:name,True,False,True,Single optional name parameter provides a simple candidate surface with otherwise limited prioritization signals.
proprietary_gpt,x13-002,3,1,query:http://127.0.0.1:4395/suite-v13/x13-002/keel?ref=sample:ref,True,False,True,"Directly exposed GET query parameter with a single editable input, making it a straightforward reflection candidate."
proprietary_gpt,x13-002,3,2,get-form:http://127.0.0.1:4395/suite-v13/x13-002/lumen:query,True,False,True,"Single optional text parameter named query provides a clear, low-complexity reflection surface."
proprietary_gpt,x13-002,3,3,get-form:http://127.0.0.1:4395/suite-v13/x13-002/mason:text,True,False,True,Single optional text input on a GET form offers a simple user-controlled value to assess.
proprietary_gpt,x13-002,3,4,get-form:http://127.0.0.1:4395/suite-v13/x13-002/noble:name,True,False,True,Single optional name parameter presents a focused GET reflection candidate.
proprietary_gpt,x13-002,3,5,get-form:http://127.0.0.1:4395/suite-v13/x13-002/olive:code,True,False,True,"Single required text parameter is a valid candidate, though its required-input constraint adds minor handling complexity."
proprietary_gpt,x13-002,4,1,query:http://127.0.0.1:4395/suite-v13/x13-002/keel?ref=sample:ref,True,False,True,Direct GET query parameter with a single editable text value and no required-field constraint.
proprietary_gpt,x13-002,4,2,get-form:http://127.0.0.1:4395/suite-v13/x13-002/lumen:query,True,False,True,Simple one-parameter GET form with an optional text input.
proprietary_gpt,x13-002,4,3,get-form:http://127.0.0.1:4395/suite-v13/x13-002/mason:text,True,False,True,Simple one-parameter GET form with an optional text input.
proprietary_gpt,x13-002,4,4,get-form:http://127.0.0.1:4395/suite-v13/x13-002/noble:name,True,False,True,Simple one-parameter GET form with an optional text input.
proprietary_gpt,x13-002,4,5,get-form:http://127.0.0.1:4395/suite-v13/x13-002/olive:code,True,False,True,"Single text parameter, but the input is required, adding a constraint to testing."
proprietary_gpt,x13-002,5,1,query:http://127.0.0.1:4395/suite-v13/x13-002/keel?ref=sample:ref,True,False,True,Directly identified query-parameter input with an existing reflected-input candidate.
proprietary_gpt,x13-002,5,2,get-form:http://127.0.0.1:4395/suite-v13/x13-002/olive:code,True,False,True,"Required single text input, making it a focused and consistently exercised candidate."
proprietary_gpt,x13-002,5,3,get-form:http://127.0.0.1:4395/suite-v13/x13-002/lumen:query,True,False,True,"Single GET text parameter with a query-oriented name, suggesting direct request-to-response handling."
proprietary_gpt,x13-002,5,4,get-form:http://127.0.0.1:4395/suite-v13/x13-002/mason:text,True,False,True,Single editable GET text parameter and straightforward reflection surface.
proprietary_gpt,x13-002,5,5,get-form:http://127.0.0.1:4395/suite-v13/x13-002/noble:name,True,False,True,"Single optional GET text parameter, but with less direct indication of query or display handling."
proprietary_gpt,x13-003,1,1,query:http://127.0.0.1:4395/suite-v13/x13-003/west?view=sample&page=sample:view,True,False,True,Query-controlled display parameter with direct GET visibility and an additional query context.
proprietary_gpt,x13-003,1,2,query:http://127.0.0.1:4395/suite-v13/x13-003/west?view=sample&page=sample:page,True,False,True,Query-controlled pagination parameter with direct GET visibility and an additional query context.
proprietary_gpt,x13-003,1,3,get-form:http://127.0.0.1:4395/suite-v13/x13-003/brook:note,True,False,True,Single optional free-text GET input; its note-like semantics suggest likely content rendering.
proprietary_gpt,x13-003,1,4,get-form:http://127.0.0.1:4395/suite-v13/x13-003/delta:line,True,False,True,Single optional free-text GET input with potentially direct line-oriented rendering.
proprietary_gpt,x13-003,1,5,get-form:http://127.0.0.1:4395/suite-v13/x13-003/atlas:word,True,False,True,"Single optional free-text GET input, but its word-like role may be more narrowly handled."
proprietary_gpt,x13-003,1,6,get-form:http://127.0.0.1:4395/suite-v13/x13-003/cabin:mark,True,False,True,Single optional free-text GET input with comparatively less indicative rendering semantics.
proprietary_gpt,x13-003,2,1,query:http://127.0.0.1:4395/suite-v13/x13-003/west?view=sample&page=sample:page,True,False,True,Direct GET query parameter with a simple editable value; URL-based reflection is straightforward to prioritize.
proprietary_gpt,x13-003,2,2,query:http://127.0.0.1:4395/suite-v13/x13-003/west?view=sample&page=sample:view,True,False,True,Direct GET query parameter with a simple editable value; similarly suitable for reflected-input review.
proprietary_gpt,x13-003,2,3,get-form:http://127.0.0.1:4395/suite-v13/x13-003/atlas:word,True,False,True,"Single optional text input submitted via GET, providing a clear reflection candidate."
proprietary_gpt,x13-003,2,4,get-form:http://127.0.0.1:4395/suite-v13/x13-003/brook:note,True,False,True,"Single optional text input submitted via GET, providing a clear reflection candidate."
proprietary_gpt,x13-003,2,5,get-form:http://127.0.0.1:4395/suite-v13/x13-003/cabin:mark,True,False,True,"Single optional text input submitted via GET, providing a clear reflection candidate."
proprietary_gpt,x13-003,2,6,get-form:http://127.0.0.1:4395/suite-v13/x13-003/delta:line,True,False,True,"Single optional text input submitted via GET, providing a clear reflection candidate."
proprietary_gpt,x13-003,3,1,query:http://127.0.0.1:4395/suite-v13/x13-003/west?view=sample&page=sample:view,True,False,True,Query parameter likely to be reflected in page rendering and is directly controllable via the URL.
proprietary_gpt,x13-003,3,2,query:http://127.0.0.1:4395/suite-v13/x13-003/west?view=sample&page=sample:page,True,False,True,Directly controllable query parameter with potential reflection in pagination or page-content handling.
proprietary_gpt,x13-003,3,3,get-form:http://127.0.0.1:4395/suite-v13/x13-003/brook:note,True,False,True,Free-form text input is a plausible reflection surface and requires no mandatory values.
proprietary_gpt,x13-003,3,4,get-form:http://127.0.0.1:4395/suite-v13/x13-003/delta:line,True,False,True,Free-form GET text input provides a straightforward candidate for reflected-input analysis.
proprietary_gpt,x13-003,3,5,get-form:http://127.0.0.1:4395/suite-v13/x13-003/atlas:word,True,False,True,Single optional text field offers a simple but comparatively narrow reflection surface.
proprietary_gpt,x13-003,3,6,get-form:http://127.0.0.1:4395/suite-v13/x13-003/cabin:mark,True,False,True,"Single optional text field is testable, though its marking-oriented name provides less indication of page rendering."
proprietary_gpt,x13-003,4,1,query:http://127.0.0.1:4395/suite-v13/x13-003/west?view=sample&page=sample:page,True,False,True,Query parameter on a multi-parameter GET endpoint offers a comparatively direct reflected-input test surface.
proprietary_gpt,x13-003,4,2,query:http://127.0.0.1:4395/suite-v13/x13-003/west?view=sample&page=sample:view,True,False,True,Query parameter on a multi-parameter GET endpoint offers a comparatively direct reflected-input test surface.
proprietary_gpt,x13-003,4,3,get-form:http://127.0.0.1:4395/suite-v13/x13-003/atlas:word,True,False,True,"Single editable text input with no required fields provides a simple, low-friction reflection candidate."
proprietary_gpt,x13-003,4,4,get-form:http://127.0.0.1:4395/suite-v13/x13-003/brook:note,True,False,True,"Single editable text input with no required fields provides a simple, low-friction reflection candidate."
proprietary_gpt,x13-003,4,5,get-form:http://127.0.0.1:4395/suite-v13/x13-003/cabin:mark,True,False,True,"Single editable text input with no required fields provides a simple, low-friction reflection candidate."
proprietary_gpt,x13-003,4,6,get-form:http://127.0.0.1:4395/suite-v13/x13-003/delta:line,True,False,True,"Single editable text input with no required fields provides a simple, low-friction reflection candidate."
proprietary_gpt,x13-003,5,1,query:http://127.0.0.1:4395/suite-v13/x13-003/west?view=sample&page=sample:page,True,False,True,Direct GET query input with a single editable parameter; straightforward candidate for reflection review.
proprietary_gpt,x13-003,5,2,query:http://127.0.0.1:4395/suite-v13/x13-003/west?view=sample&page=sample:view,True,False,True,Direct GET query input with a single editable parameter; comparable priority for reflection review.
proprietary_gpt,x13-003,5,3,get-form:http://127.0.0.1:4395/suite-v13/x13-003/atlas:word,True,False,True,Simple single-parameter GET form with optional text input.
proprietary_gpt,x13-003,5,4,get-form:http://127.0.0.1:4395/suite-v13/x13-003/brook:note,True,False,True,Simple single-parameter GET form with optional text input.
proprietary_gpt,x13-003,5,5,get-form:http://127.0.0.1:4395/suite-v13/x13-003/cabin:mark,True,False,True,Simple single-parameter GET form with optional text input.
proprietary_gpt,x13-003,5,6,get-form:http://127.0.0.1:4395/suite-v13/x13-003/delta:line,True,False,True,Simple single-parameter GET form with optional text input.
proprietary_gpt,x13-004,1,1,get-form:http://127.0.0.1:4395/suite-v13/x13-004/echo:name,True,False,True,Echo endpoint with a required text field; direct semantic match makes reflection highly likely.
proprietary_gpt,x13-004,1,2,get-form:http://127.0.0.1:4395/suite-v13/x13-004/echo:memo,True,False,True,Echo endpoint with a required text field; likely intended to return submitted memo content.
proprietary_gpt,x13-004,1,3,get-form:http://127.0.0.1:4395/suite-v13/x13-004/field:query,True,False,True,"Single free-text query parameter on a field endpoint, making direct reflection plausible."
proprietary_gpt,x13-004,1,4,get-form:http://127.0.0.1:4395/suite-v13/x13-004/grove:item,True,False,True,Required single text input with an item-oriented endpoint; plausible reflected value.
proprietary_gpt,x13-004,1,5,query:http://127.0.0.1:4395/suite-v13/x13-004/west?ref=sample&kind=sample:ref,True,False,True,"Query parameter may be reflected, but it is optional and shares the endpoint with another parameter."
proprietary_gpt,x13-004,1,6,query:http://127.0.0.1:4395/suite-v13/x13-004/west?ref=sample&kind=sample:kind,True,False,True,Optional secondary query parameter with less direct reflection semantics than the other candidates.
proprietary_gpt,x13-004,2,1,get-form:http://127.0.0.1:4395/suite-v13/x13-004/echo:name,True,False,True,Echo endpoint with a required text input; strong semantic indication that the name value is reflected.
proprietary_gpt,x13-004,2,2,get-form:http://127.0.0.1:4395/suite-v13/x13-004/echo:memo,True,False,True,"Echo endpoint with a required text input and two parameters, making memo a high-priority reflection candidate."
proprietary_gpt,x13-004,2,3,get-form:http://127.0.0.1:4395/suite-v13/x13-004/field:query,True,False,True,"Dedicated field endpoint with a single editable query input, providing a focused reflection surface."
proprietary_gpt,x13-004,2,4,get-form:http://127.0.0.1:4395/suite-v13/x13-004/grove:item,True,False,True,Single required text input on a dedicated endpoint; moderately strong candidate despite less explicit echo semantics.
proprietary_gpt,x13-004,2,5,query:http://127.0.0.1:4395/suite-v13/x13-004/west?ref=sample&kind=sample:ref,True,False,True,Query parameter on a GET endpoint with two parameters; ref is a plausible reflected value but optional.
proprietary_gpt,x13-004,2,6,query:http://127.0.0.1:4395/suite-v13/x13-004/west?ref=sample&kind=sample:kind,True,False,True,"Optional query parameter on a shared two-parameter endpoint, with less direct reflection signal than the form candidates."
proprietary_gpt,x13-004,3,1,get-form:http://127.0.0.1:4395/suite-v13/x13-004/echo:name,True,False,True,Direct echo endpoint with a required text field; strong likelihood the value is reflected.
proprietary_gpt,x13-004,3,2,get-form:http://127.0.0.1:4395/suite-v13/x13-004/echo:memo,True,False,True,Direct echo endpoint with a required text field and a second user-controlled parameter.
proprietary_gpt,x13-004,3,3,get-form:http://127.0.0.1:4395/suite-v13/x13-004/grove:item,True,False,True,Required single text input is likely to be processed and reflected by the endpoint.
proprietary_gpt,x13-004,3,4,get-form:http://127.0.0.1:4395/suite-v13/x13-004/field:query,True,False,True,"Single text query field is user-controlled, though it is optional."
proprietary_gpt,x13-004,3,5,query:http://127.0.0.1:4395/suite-v13/x13-004/west?ref=sample&kind=sample:ref,True,False,True,Editable query parameter may be reflected; it is optional and shares the endpoint with another parameter.
proprietary_gpt,x13-004,3,6,query:http://127.0.0.1:4395/suite-v13/x13-004/west?ref=sample&kind=sample:kind,True,False,True,"Editable optional query parameter, with comparatively less direct indication of reflection than the form inputs."
proprietary_gpt,x13-004,4,1,get-form:http://127.0.0.1:4395/suite-v13/x13-004/echo:name,True,False,True,"Required text input on an endpoint explicitly named echo, making direct reflection especially plausible."
proprietary_gpt,x13-004,4,2,get-form:http://127.0.0.1:4395/suite-v13/x13-004/echo:memo,True,False,True,"Required text input on the same echo endpoint, with a free-form memo value likely to be rendered."
proprietary_gpt,x13-004,4,3,get-form:http://127.0.0.1:4395/suite-v13/x13-004/grove:item,True,False,True,Required single text input provides a focused candidate for reflected rendering.
proprietary_gpt,x13-004,4,4,get-form:http://127.0.0.1:4395/suite-v13/x13-004/field:query,True,False,True,"Single query-like text field is a plausible reflection point, though it is optional."
proprietary_gpt,x13-004,4,5,query:http://127.0.0.1:4395/suite-v13/x13-004/west?ref=sample&kind=sample:ref,True,False,True,"Existing URL query parameter named ref is a plausible display or lookup value, but is optional."
proprietary_gpt,x13-004,4,6,query:http://127.0.0.1:4395/suite-v13/x13-004/west?ref=sample&kind=sample:kind,True,False,True,"Optional kind query parameter is a candidate, though its categorical meaning makes free-form reflection somewhat less likely."
proprietary_gpt,x13-004,5,1,get-form:http://127.0.0.1:4395/suite-v13/x13-004/echo:name,True,False,True,"Direct echo endpoint with a required text input, making it a strong reflected-input candidate."
proprietary_gpt,x13-004,5,2,get-form:http://127.0.0.1:4395/suite-v13/x13-004/echo:memo,True,False,True,Direct echo endpoint with a required text input and an additional editable parameter.
proprietary_gpt,x13-004,5,3,get-form:http://127.0.0.1:4395/suite-v13/x13-004/grove:item,True,False,True,Required text input on a dedicated endpoint provides a focused reflection surface.
proprietary_gpt,x13-004,5,4,get-form:http://127.0.0.1:4395/suite-v13/x13-004/field:query,True,False,True,"Single text parameter is easy to isolate, though the input is optional."
proprietary_gpt,x13-004,5,5,query:http://127.0.0.1:4395/suite-v13/x13-004/west?ref=sample&kind=sample:ref,True,False,True,"Editable query parameter on a multi-parameter endpoint, with no required inputs."
proprietary_gpt,x13-004,5,6,query:http://127.0.0.1:4395/suite-v13/x13-004/west?ref=sample&kind=sample:kind,True,False,True,Editable optional query parameter on a multi-parameter endpoint with comparatively less focused input context.
proprietary_gpt,x13-005,1,1,get-form:http://127.0.0.1:4395/suite-v13/x13-005/juniper:search,True,False,False,"GET search input is commonly reflected in result headings, notices, or query-preserving links."
proprietary_gpt,x13-005,1,2,get-form:http://127.0.0.1:4395/suite-v13/x13-005/harbor:comment,True,False,False,"Textarea content is likely to be displayed as user-supplied text, offering a comparatively broad reflection surface."
proprietary_gpt,x13-005,1,3,query:http://127.0.0.1:4395/suite-v13/x13-005/south?memo=sample&ref=sample&view=sample:view,True,False,False,A memo parameter semantically represents displayable text and may be echoed in page content.
proprietary_gpt,x13-005,1,4,query:http://127.0.0.1:4395/suite-v13/x13-005/south?memo=sample&ref=sample&view=sample:ref,True,False,False,"Reference values are often preserved in links or status output, making this a plausible reflection point."
proprietary_gpt,x13-005,1,5,get-form:http://127.0.0.1:4395/suite-v13/x13-005/iris:name,True,False,False,"A name field may be reflected in personalized output, though its simple single-value form suggests a narrower surface."
proprietary_gpt,x13-005,1,6,get-form:http://127.0.0.1:4395/suite-v13/x13-005/krypton:title,True,False,False,"A title may be displayed, but the candidate provides only a single basic GET text parameter with no additional indicators."
proprietary_gpt,x13-005,1,7,query:http://127.0.0.1:4395/suite-v13/x13-005/south?memo=sample&ref=sample&view=sample:memo,True,False,False,
proprietary_gpt,x13-005,2,1,get-form:http://127.0.0.1:4395/suite-v13/x13-005/harbor:comment,True,False,True,Textarea comment is a flexible free-form input and a strong candidate for broad reflection contexts.
proprietary_gpt,x13-005,2,2,get-form:http://127.0.0.1:4395/suite-v13/x13-005/juniper:search,True,False,True,"Search terms are commonly reflected in result pages, headings, or query summaries."
proprietary_gpt,x13-005,2,3,get-form:http://127.0.0.1:4395/suite-v13/x13-005/iris:name,True,False,True,A free-form name field may be reflected in page content or personalization elements.
proprietary_gpt,x13-005,2,4,get-form:http://127.0.0.1:4395/suite-v13/x13-005/krypton:title,True,False,True,Title input is user-controlled text that may be reused in displayed headings or metadata.
proprietary_gpt,x13-005,2,5,query:http://127.0.0.1:4395/suite-v13/x13-005/south?memo=sample&ref=sample&view=sample:memo,True,False,True,Query parameter is directly editable and may be reflected alongside the other URL parameters.
proprietary_gpt,x13-005,2,6,query:http://127.0.0.1:4395/suite-v13/x13-005/south?memo=sample&ref=sample&view=sample:view,True,False,True,View parameter is editable in a multi-parameter query and could influence displayed state or content.
proprietary_gpt,x13-005,2,7,query:http://127.0.0.1:4395/suite-v13/x13-005/south?memo=sample&ref=sample&view=sample:ref,True,False,True,Ref parameter is editable but typically more likely to serve as an identifier or navigation value than displayed text.
proprietary_gpt,x13-005,3,1,get-form:http://127.0.0.1:4395/suite-v13/x13-005/harbor:comment,True,False,True,Textarea comment is a user-authored free-form field and is a strong candidate for direct reflected rendering.
proprietary_gpt,x13-005,3,2,get-form:http://127.0.0.1:4395/suite-v13/x13-005/juniper:search,True,False,True,"Search terms are commonly echoed into result pages, making this a likely reflected-input location."
proprietary_gpt,x13-005,3,3,query:http://127.0.0.1:4395/suite-v13/x13-005/south?memo=sample&ref=sample&view=sample:memo,True,False,True,A memo parameter suggests free-form content and may be reflected in the response.
proprietary_gpt,x13-005,3,4,get-form:http://127.0.0.1:4395/suite-v13/x13-005/iris:name,True,False,True,"Name fields are often displayed back to users, though typically with more constrained expected content."
proprietary_gpt,x13-005,3,5,get-form:http://127.0.0.1:4395/suite-v13/x13-005/krypton:title,True,False,True,"Title is potentially rendered in page content, but generally implies a narrower text value."
proprietary_gpt,x13-005,3,6,query:http://127.0.0.1:4395/suite-v13/x13-005/south?memo=sample&ref=sample&view=sample:view,True,False,True,"View is a query-controlled display selector and may affect rendering, but is less likely to be echoed as content."
proprietary_gpt,x13-005,3,7,query:http://127.0.0.1:4395/suite-v13/x13-005/south?memo=sample&ref=sample&view=sample:ref,True,False,True,"Ref resembles an identifier or reference value, making direct reflected text output less likely."
proprietary_gpt,x13-005,4,1,get-form:http://127.0.0.1:4395/suite-v13/x13-005/harbor:comment,True,False,True,Free-form textarea input is a strong candidate for direct reflection and supports substantial user-controlled content.
proprietary_gpt,x13-005,4,2,get-form:http://127.0.0.1:4395/suite-v13/x13-005/juniper:search,True,False,True,"Search terms are commonly echoed in result headings, filters, or empty-state messages."
proprietary_gpt,x13-005,4,3,get-form:http://127.0.0.1:4395/suite-v13/x13-005/krypton:title,True,False,True,A title field is user-controlled text likely to be displayed in page content or metadata.
proprietary_gpt,x13-005,4,4,get-form:http://127.0.0.1:4395/suite-v13/x13-005/iris:name,True,False,True,"Name input is a straightforward text reflection candidate, though typically narrower in use than search or content fields."
proprietary_gpt,x13-005,4,5,query:http://127.0.0.1:4395/suite-v13/x13-005/south?memo=sample&ref=sample&view=sample:memo,True,False,True,Query-controlled memo content may be reflected in page output and is a free-form parameter.
proprietary_gpt,x13-005,4,6,query:http://127.0.0.1:4395/suite-v13/x13-005/south?memo=sample&ref=sample&view=sample:view,True,False,True,View is directly user-controlled through the query string and may influence displayed page state or labels.
proprietary_gpt,x13-005,4,7,query:http://127.0.0.1:4395/suite-v13/x13-005/south?memo=sample&ref=sample&view=sample:ref,True,False,True,"Reference is user-controlled query data, but its naming suggests potentially more constrained or indirect display use."
proprietary_gpt,x13-005,5,1,get-form:http://127.0.0.1:4395/suite-v13/x13-005/harbor:comment,True,False,True,"Free-form textarea content is likely to be rendered directly, giving it a comparatively broad reflection surface."
proprietary_gpt,x13-005,5,2,get-form:http://127.0.0.1:4395/suite-v13/x13-005/juniper:search,True,False,True,"Search terms are commonly echoed in result pages, headings, or query summaries."
proprietary_gpt,x13-005,5,3,query:http://127.0.0.1:4395/suite-v13/x13-005/south?memo=sample&ref=sample&view=sample:memo,True,False,True,A free-form memo query value may be displayed as page content alongside other query state.
proprietary_gpt,x13-005,5,4,get-form:http://127.0.0.1:4395/suite-v13/x13-005/iris:name,True,False,True,"A name field is user-controlled text that may be echoed in greetings, labels, or output."
proprietary_gpt,x13-005,5,5,get-form:http://127.0.0.1:4395/suite-v13/x13-005/krypton:title,True,False,True,Title text can be reflected into visible headings or document metadata.
proprietary_gpt,x13-005,5,6,query:http://127.0.0.1:4395/suite-v13/x13-005/south?memo=sample&ref=sample&view=sample:view,True,False,True,"A view selector may influence rendered page context, though it is more likely constrained by application logic."
proprietary_gpt,x13-005,5,7,query:http://127.0.0.1:4395/suite-v13/x13-005/south?memo=sample&ref=sample&view=sample:ref,True,False,True,"A reference value may be reflected in links or navigation, but its likely handling is more context-specific."
proprietary_gpt,x13-006,1,1,get-form:http://127.0.0.1:4395/suite-v13/x13-006/onyx:message,True,False,True,"Free-form text field with a message-oriented name, making it a strong reflection candidate."
proprietary_gpt,x13-006,1,2,get-form:http://127.0.0.1:4395/suite-v13/x13-006/lagoon:query,True,False,True,Free-form GET text input commonly used in displayed search or query output.
proprietary_gpt,x13-006,1,3,get-form:http://127.0.0.1:4395/suite-v13/x13-006/nectar:name,True,False,True,User-controlled text value with a name-oriented semantic likely to be displayed.
proprietary_gpt,x13-006,1,4,get-form:http://127.0.0.1:4395/suite-v13/x13-006/mesa:text,True,False,True,Generic free-form text input and direct GET parameter provide a straightforward reflection surface.
proprietary_gpt,x13-006,1,5,query:http://127.0.0.1:4395/suite-v13/x13-006/detail?ref=sample&page=sample&mode=sample&kind=sample:ref,True,False,True,Reference-like query parameter may be reused in detail navigation or page output.
proprietary_gpt,x13-006,1,6,query:http://127.0.0.1:4395/suite-v13/x13-006/detail?ref=sample&page=sample&mode=sample&kind=sample:mode,True,False,True,Mode is a user-controlled query value that may influence displayed state or labels.
proprietary_gpt,x13-006,1,7,query:http://127.0.0.1:4395/suite-v13/x13-006/detail?ref=sample&page=sample&mode=sample&kind=sample:kind,True,False,True,Kind can affect detail rendering and may be echoed in contextual output.
proprietary_gpt,x13-006,1,8,query:http://127.0.0.1:4395/suite-v13/x13-006/detail?ref=sample&page=sample&mode=sample&kind=sample:page,True,False,True,"Page is a controllable query parameter, though its likely navigation-oriented role gives it lower priority."
proprietary_gpt,x13-006,2,1,get-form:http://127.0.0.1:4395/suite-v13/x13-006/onyx:message,True,False,True,Direct GET text input named message is a strong candidate for immediate page reflection.
proprietary_gpt,x13-006,2,2,get-form:http://127.0.0.1:4395/suite-v13/x13-006/nectar:name,True,False,True,A user-supplied name commonly appears in personalized response content.
proprietary_gpt,x13-006,2,3,get-form:http://127.0.0.1:4395/suite-v13/x13-006/lagoon:query,True,False,True,Search-like query input is commonly echoed in results or navigation context.
proprietary_gpt,x13-006,2,4,get-form:http://127.0.0.1:4395/suite-v13/x13-006/mesa:text,True,False,True,"Generic text input may be reflected, though its response context is less specific."
proprietary_gpt,x13-006,2,5,query:http://127.0.0.1:4395/suite-v13/x13-006/detail?ref=sample&page=sample&mode=sample&kind=sample:ref,True,False,True,"Reference-style query values may be displayed in detail headers, links, or breadcrumbs."
proprietary_gpt,x13-006,2,6,query:http://127.0.0.1:4395/suite-v13/x13-006/detail?ref=sample&page=sample&mode=sample&kind=sample:kind,True,False,True,A kind filter can influence labels or selected-state output on the detail page.
proprietary_gpt,x13-006,2,7,query:http://127.0.0.1:4395/suite-v13/x13-006/detail?ref=sample&page=sample&mode=sample&kind=sample:mode,True,False,True,Mode is likely used for behavior or filtering and may have less direct content reflection.
