arm_id,scenario_id,trial_number,candidate_count,parsed_ranking_count,valid_ranking,schema_invalid,provider_failed,runtime_failed,timeout,retried,model_identifier,provider,prompt_version,latency_ms,input_tokens,output_tokens,total_tokens,cost_availability,response_id_present,validation_error_count,validation_errors,artifact_path
proprietary_gpt,x13-003,4,6,6,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4737,806,591,1397,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-003-trial-4.json
proprietary_gpt,x13-003,5,6,6,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,3476,806,438,1244,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-003-trial-5.json
proprietary_gpt,x13-004,1,6,6,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4384,807,505,1312,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-004-trial-1.json
proprietary_gpt,x13-004,2,6,6,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4769,807,549,1356,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-004-trial-2.json
proprietary_gpt,x13-004,3,6,6,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4860,807,561,1368,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-004-trial-3.json
proprietary_gpt,x13-004,4,6,6,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4536,807,540,1347,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-004-trial-4.json
proprietary_gpt,x13-004,5,6,6,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4540,807,553,1360,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-004-trial-5.json
proprietary_gpt,x13-005,1,7,7,False,True,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,5383,940,631,1571,not_available,True,2,duplicate candidate_id: query:http://127.0.0.1:4395/suite-v13/x13-005/south?memo=sample&ref=sample&view=sample:view; omitted candidate_id values: query:http://127.0.0.1:4395/suite-v13/x13-005/south?memo=sample&ref=sample&view=sample:memo,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-005-trial-1.json
proprietary_gpt,x13-005,2,7,7,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,3653,940,486,1426,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-005-trial-2.json
proprietary_gpt,x13-005,3,7,7,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4028,940,497,1437,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-005-trial-3.json
proprietary_gpt,x13-005,4,7,7,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,5473,940,650,1590,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-005-trial-4.json
proprietary_gpt,x13-005,5,7,7,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,6474,940,794,1734,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-005-trial-5.json
proprietary_gpt,x13-006,1,8,8,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,7691,1069,653,1722,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-006-trial-1.json
proprietary_gpt,x13-006,2,8,8,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,6228,1069,776,1845,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-006-trial-2.json
proprietary_gpt,x13-006,3,8,8,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,5454,1069,632,1701,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-006-trial-3.json
proprietary_gpt,x13-006,4,8,8,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,5021,1069,659,1728,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-006-trial-4.json
proprietary_gpt,x13-006,5,8,8,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,5988,1069,712,1781,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-006-trial-5.json
proprietary_gpt,x13-007,1,5,5,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,5220,697,558,1255,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-007-trial-1.json
proprietary_gpt,x13-007,2,5,5,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,3550,697,387,1084,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-007-trial-2.json
proprietary_gpt,x13-007,3,5,5,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,3165,697,360,1057,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-007-trial-3.json
proprietary_gpt,x13-007,4,5,5,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,3326,697,396,1093,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-007-trial-4.json
proprietary_gpt,x13-007,5,5,5,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4125,697,466,1163,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-007-trial-5.json
proprietary_gpt,x13-008,1,6,6,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,5872,807,593,1400,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-008-trial-1.json
proprietary_gpt,x13-008,2,6,6,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,5440,807,550,1357,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-008-trial-2.json
proprietary_gpt,x13-008,3,6,6,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4919,807,601,1408,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-008-trial-3.json
proprietary_gpt,x13-008,4,6,6,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4960,807,582,1389,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-008-trial-4.json
proprietary_gpt,x13-008,5,6,6,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4791,807,548,1355,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-008-trial-5.json
proprietary_gpt,x13-009,1,4,4,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,3782,579,353,932,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-009-trial-1.json
proprietary_gpt,x13-009,2,4,4,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,3400,579,312,891,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-009-trial-2.json
proprietary_gpt,x13-009,3,4,4,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,3144,579,305,884,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-009-trial-3.json
proprietary_gpt,x13-009,4,4,4,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,3149,579,313,892,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-009-trial-4.json
proprietary_gpt,x13-009,5,4,4,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,3385,579,309,888,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-009-trial-5.json
proprietary_gpt,x13-010,1,7,7,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,5372,937,628,1565,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-010-trial-1.json
proprietary_gpt,x13-010,2,7,7,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4352,937,521,1458,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-010-trial-2.json
proprietary_gpt,x13-010,3,7,7,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,5003,937,609,1546,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-010-trial-3.json
proprietary_gpt,x13-010,4,7,7,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4856,937,583,1520,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-010-trial-4.json
proprietary_gpt,x13-010,5,7,7,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4878,937,580,1517,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-010-trial-5.json
proprietary_gpt,x13-011,1,6,6,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4833,805,546,1351,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-011-trial-1.json
proprietary_gpt,x13-011,2,6,6,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4395,805,519,1324,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-011-trial-2.json
proprietary_gpt,x13-011,3,6,6,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,3557,805,437,1242,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-011-trial-3.json
proprietary_gpt,x13-011,4,6,6,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4144,805,508,1313,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-011-trial-4.json
proprietary_gpt,x13-011,5,6,6,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4840,805,581,1386,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-011-trial-5.json
proprietary_gpt,x13-012,1,8,8,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,7005,1046,599,1645,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-012-trial-1.json
proprietary_gpt,x13-012,2,8,8,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,5252,1046,621,1667,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-012-trial-2.json
proprietary_gpt,x13-012,3,8,8,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,5051,1046,633,1679,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-012-trial-3.json
proprietary_gpt,x13-012,4,8,8,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4616,1046,575,1621,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-012-trial-4.json
proprietary_gpt,x13-012,5,8,8,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4420,1046,545,1591,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-012-trial-5.json
proprietary_gpt,x13-013,1,5,5,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4975,687,547,1234,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-013-trial-1.json
proprietary_gpt,x13-013,2,5,5,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,5577,687,493,1180,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-013-trial-2.json
proprietary_gpt,x13-013,3,5,5,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,3850,687,468,1155,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-013-trial-3.json
proprietary_gpt,x13-013,4,5,5,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,5342,687,616,1303,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-013-trial-4.json
proprietary_gpt,x13-013,5,5,5,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,3581,687,399,1086,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-013-trial-5.json
proprietary_gpt,x13-014,1,6,6,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,5583,808,528,1336,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-014-trial-1.json
proprietary_gpt,x13-014,2,6,6,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4918,808,529,1337,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-014-trial-2.json
proprietary_gpt,x13-014,3,6,6,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4031,808,484,1292,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-014-trial-3.json
proprietary_gpt,x13-014,4,6,6,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,3997,808,448,1256,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-014-trial-4.json
proprietary_gpt,x13-014,5,6,6,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4745,808,560,1368,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-014-trial-5.json
proprietary_gpt,x13-015,1,7,7,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4629,961,583,1544,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-015-trial-1.json
proprietary_gpt,x13-015,2,7,7,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4746,961,569,1530,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-015-trial-2.json
proprietary_gpt,x13-015,3,7,7,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4026,961,512,1473,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-015-trial-3.json
proprietary_gpt,x13-015,4,7,7,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,16234,961,621,1582,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-015-trial-4.json
proprietary_gpt,x13-015,5,7,7,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,5368,961,616,1577,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-015-trial-5.json
proprietary_gpt,x13-016,1,5,5,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4336,690,437,1127,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-016-trial-1.json
proprietary_gpt,x13-016,2,5,5,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4015,690,461,1151,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-016-trial-2.json
proprietary_gpt,x13-016,3,5,5,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4495,690,449,1139,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-016-trial-3.json
proprietary_gpt,x13-016,4,5,5,False,True,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,3322,690,347,1037,not_available,True,2,unknown candidate_id: query:http://127.0.0.1:4395/suite-v13-016/south?page=sample:page; omitted candidate_id values: query:http://127.0.0.1:4395/suite-v13/x13-016/south?page=sample:page,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-016-trial-4.json
proprietary_gpt,x13-016,5,5,5,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4646,690,468,1158,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-016-trial-5.json
proprietary_gpt,x13-017,1,4,4,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4037,590,395,985,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-017-trial-1.json
proprietary_gpt,x13-017,2,4,4,False,True,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,3514,590,389,979,not_available,True,2,unknown candidate_id: get-form:http://127.0.0.1:4395/suite-v13-017/amber:tone; omitted candidate_id values: get-form:http://127.0.0.1:4395/suite-v13/x13-017/amber:tone,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-017-trial-2.json
proprietary_gpt,x13-017,3,4,4,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4684,590,403,993,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-017-trial-3.json
proprietary_gpt,x13-017,4,4,4,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,3929,590,396,986,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-017-trial-4.json
proprietary_gpt,x13-017,5,4,4,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4934,590,554,1144,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-017-trial-5.json
proprietary_gpt,x13-018,1,5,5,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4576,697,457,1154,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-018-trial-1.json
proprietary_gpt,x13-018,2,5,5,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4002,697,410,1107,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-018-trial-2.json
proprietary_gpt,x13-018,3,5,5,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,4297,697,409,1106,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-018-trial-3.json
proprietary_gpt,x13-018,4,5,5,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,5172,697,541,1238,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-018-trial-4.json
proprietary_gpt,x13-018,5,5,5,True,False,False,False,False,False,gpt-5.6-luna,openai,llm-candidate-ranking-v1,3683,697,364,1061,not_available,True,0,,results/xss-v13-ablation-v1.3.1-final/xss-v13-ablation-20260808T103409Z/artifacts/ranking/proprietary_gpt/x13-018-trial-5.json
