scenario_id,arm_id,trial_number,candidate_id,action_path,parameter_name,verified,finding_id,ground_truth_vulnerable,classification
x13-002,proprietary_gpt,4,query:http://127.0.0.1:4395/suite-v13/x13-002/keel?ref=sample:ref,/suite-v13/x13-002/keel,ref,True,finding-1dd0a6f706b3,True,TP
x13-020,local_qwen,4,get-form:http://127.0.0.1:4395/suite-v13/x13-020/juniper:text,/suite-v13/x13-020/juniper,text,False,finding-1de6a8cea5d5,False,TN
x13-013,proprietary_gpt,1,get-form:http://127.0.0.1:4395/suite-v13/x13-013/larch:code,/suite-v13/x13-013/larch,code,False,finding-1e637d86c6a3,False,TN
x13-001,proprietary_gpt,1,get-form:http://127.0.0.1:4395/suite-v13/x13-001/birch:memo,/suite-v13/x13-001/birch,memo,False,finding-1e69f9f1a54f,False,TN
x13-001,proprietary_gpt,3,get-form:http://127.0.0.1:4395/suite-v13/x13-001/amber:tone,/suite-v13/x13-001/amber,tone,True,finding-1eba8f4779ef,True,TP
x13-006,proprietary_gpt,2,get-form:http://127.0.0.1:4395/suite-v13/x13-006/nectar:name,/suite-v13/x13-006/nectar,name,False,finding-1f3729eff8ff,False,TN
x13-010,local_qwen,4,get-form:http://127.0.0.1:4395/suite-v13/x13-010/aurora:text,/suite-v13/x13-010/aurora,text,True,finding-1f6588658a47,True,TP
x13-018,proprietary_gpt,2,get-form:http://127.0.0.1:4395/suite-v13/x13-018/echo:name,/suite-v13/x13-018/echo,name,False,finding-2010cddf4150,False,TN
x13-023,proprietary_gpt,3,get-form:http://127.0.0.1:4395/suite-v13/x13-023/willow:text,/suite-v13/x13-023/willow,text,False,finding-20b001b3e28c,False,TN
x13-019,proprietary_gpt,5,query:http://127.0.0.1:4395/suite-v13/x13-019/south?code=sample&view=sample&kind=sample:code,/suite-v13/x13-019/south,code,False,finding-20f543d4d4c4,False,TN
x13-018,local_qwen,4,get-form:http://127.0.0.1:4395/suite-v13/x13-018/cedar:query,/suite-v13/x13-018/cedar,query,False,finding-21068f99b31f,False,TN
x13-019,proprietary_gpt,4,get-form:http://127.0.0.1:4395/suite-v13/x13-019/field:comment,/suite-v13/x13-019/field,comment,False,finding-2106a10d3c28,False,TN
x13-014,local_qwen,2,get-form:http://127.0.0.1:4395/suite-v13/x13-014/pearl:name,/suite-v13/x13-014/pearl,name,False,finding-21ad73276133,False,TN
x13-019,local_qwen,2,get-form:http://127.0.0.1:4395/suite-v13/x13-019/grove:search,/suite-v13/x13-019/grove,search,False,finding-21c459d38e28,False,TN
x13-003,local_qwen,1,get-form:http://127.0.0.1:4395/suite-v13/x13-003/atlas:word,/suite-v13/x13-003/atlas,word,False,finding-21ccdc97e679,False,TN
x13-006,local_qwen,5,get-form:http://127.0.0.1:4395/suite-v13/x13-006/onyx:message,/suite-v13/x13-006/onyx,message,False,finding-21d9875355cc,False,TN
x13-020,local_qwen,4,get-form:http://127.0.0.1:4395/suite-v13/x13-020/iris:query,/suite-v13/x13-020/iris,query,False,finding-233408e096e3,False,TN
x13-024,local_qwen,4,query:http://127.0.0.1:4395/suite-v13/x13-024/east?item=sample&view=sample:item,/suite-v13/x13-024/east,item,False,finding-235919528acd,False,TN
x13-019,proprietary_gpt,3,get-form:http://127.0.0.1:4395/suite-v13/x13-019/field:comment,/suite-v13/x13-019/field,comment,False,finding-23c3d7ebed9c,False,TN
x13-003,proprietary_gpt,3,query:http://127.0.0.1:4395/suite-v13/x13-003/west?view=sample&page=sample:view,/suite-v13/x13-003/west,view,False,finding-23daeee76bce,False,TN
x13-020,proprietary_gpt,4,get-form:http://127.0.0.1:4395/suite-v13/x13-020/lagoon:message,/suite-v13/x13-020/lagoon,message,False,finding-2488d1e2314e,False,TN
x13-020,local_qwen,4,get-form:http://127.0.0.1:4395/suite-v13/x13-020/krypton:name,/suite-v13/x13-020/krypton,name,False,finding-24c8c9fab96e,False,TN
x13-013,proprietary_gpt,2,get-form:http://127.0.0.1:4395/suite-v13/x13-013/larch:memo,/suite-v13/x13-013/larch,memo,True,finding-24fd3cc76bcd,True,TP
x13-010,local_qwen,5,get-form:http://127.0.0.1:4395/suite-v13/x13-010/aurora:text,/suite-v13/x13-010/aurora,text,True,finding-251a8676cbca,True,TP
x13-018,local_qwen,3,get-form:http://127.0.0.1:4395/suite-v13/x13-018/echo:name,/suite-v13/x13-018/echo,name,False,finding-25f39c77ec40,False,TN
x13-021,proprietary_gpt,5,get-form:http://127.0.0.1:4395/suite-v13/x13-021/mesa:memo,/suite-v13/x13-021/mesa,memo,False,finding-2616fe09c238,False,TN
x13-004,proprietary_gpt,3,get-form:http://127.0.0.1:4395/suite-v13/x13-004/echo:name,/suite-v13/x13-004/echo,name,False,finding-265263e55644,False,TN
x13-008,deterministic_structural,1,get-form:http://127.0.0.1:4395/suite-v13/x13-008/sable:query,/suite-v13/x13-008/sable,query,False,finding-265daa6dd610,False,TN
x13-012,local_qwen,2,get-form:http://127.0.0.1:4395/suite-v13/x13-012/garden:search,/suite-v13/x13-012/garden,search,False,finding-2685062b6beb,False,TN
x13-017,local_qwen,5,query:http://127.0.0.1:4395/suite-v13/x13-017/east?item=sample&line=sample:line,/suite-v13/x13-017/east,line,False,finding-26a41139cb90,False,TN
x13-015,local_qwen,3,get-form:http://127.0.0.1:4395/suite-v13/x13-015/stone:title,/suite-v13/x13-015/stone,title,False,finding-26c39ae20124,False,TN
x13-006,proprietary_gpt,1,get-form:http://127.0.0.1:4395/suite-v13/x13-006/mesa:text,/suite-v13/x13-006/mesa,text,False,finding-27115547b34c,False,TN
x13-020,proprietary_gpt,5,get-form:http://127.0.0.1:4395/suite-v13/x13-020/lagoon:message,/suite-v13/x13-020/lagoon,message,False,finding-276cc1332943,False,TN
x13-001,proprietary_gpt,5,query:http://127.0.0.1:4395/suite-v13/x13-001/cedar?item=sample:item,/suite-v13/x13-001/cedar,item,False,finding-27796e41171c,False,TN
x13-008,proprietary_gpt,5,get-form:http://127.0.0.1:4395/suite-v13/x13-008/umber:memo,/suite-v13/x13-008/umber,memo,False,finding-27bc4106126f,False,TN
x13-015,proprietary_gpt,2,get-form:http://127.0.0.1:4395/suite-v13/x13-015/thistle:comment,/suite-v13/x13-015/thistle,comment,False,finding-27c93a4c4ae1,False,TN
x13-002,local_qwen,4,get-form:http://127.0.0.1:4395/suite-v13/x13-002/noble:name,/suite-v13/x13-002/noble,name,False,finding-2801b8a8009c,False,TN
x13-006,deterministic_structural,1,get-form:http://127.0.0.1:4395/suite-v13/x13-006/lagoon:query,/suite-v13/x13-006/lagoon,query,False,finding-283acc80c18d,False,TN
x13-008,proprietary_gpt,1,get-form:http://127.0.0.1:4395/suite-v13/x13-008/umber:memo,/suite-v13/x13-008/umber,memo,False,finding-28489ae2f838,False,TN
x13-006,proprietary_gpt,4,get-form:http://127.0.0.1:4395/suite-v13/x13-006/nectar:name,/suite-v13/x13-006/nectar,name,False,finding-28f68638d2e4,False,TN
x13-022,local_qwen,5,get-form:http://127.0.0.1:4395/suite-v13/x13-022/quartz:comment,/suite-v13/x13-022/quartz,comment,False,finding-29bc569da94d,False,TN
x13-015,local_qwen,1,get-form:http://127.0.0.1:4395/suite-v13/x13-015/stone:title,/suite-v13/x13-015/stone,title,False,finding-2a41c9eb2892,False,TN
x13-011,local_qwen,2,get-form:http://127.0.0.1:4395/suite-v13/x13-011/fable:name,/suite-v13/x13-011/fable,name,False,finding-2a82a0a08fbc,False,TN
x13-014,proprietary_gpt,2,get-form:http://127.0.0.1:4395/suite-v13/x13-014/orbit:search,/suite-v13/x13-014/orbit,search,False,finding-2affec92b21b,False,TN
x13-021,local_qwen,4,get-form:http://127.0.0.1:4395/suite-v13/x13-021/mesa:name,/suite-v13/x13-021/mesa,name,False,finding-2b0283266f85,False,TN
x13-017,proprietary_gpt,2,query:http://127.0.0.1:4395/suite-v13/x13-017/east?item=sample&line=sample:line,/suite-v13/x13-017/east,line,False,finding-2b10e222c482,False,TN
x13-022,proprietary_gpt,1,get-form:http://127.0.0.1:4395/suite-v13/x13-022/quartz:comment,/suite-v13/x13-022/quartz,comment,False,finding-2b6abb420399,False,TN
x13-017,local_qwen,3,query:http://127.0.0.1:4395/suite-v13/x13-017/east?item=sample&line=sample:line,/suite-v13/x13-017/east,line,False,finding-2c04a2f320d8,False,TN
x13-017,local_qwen,4,query:http://127.0.0.1:4395/suite-v13/x13-017/east?item=sample&line=sample:line,/suite-v13/x13-017/east,line,False,finding-2c2a51743b73,False,TN
x13-017,proprietary_gpt,1,query:http://127.0.0.1:4395/suite-v13/x13-017/east?item=sample&line=sample:line,/suite-v13/x13-017/east,line,False,finding-2c35537267db,False,TN
x13-009,proprietary_gpt,2,get-form:http://127.0.0.1:4395/suite-v13/x13-009/violet:term,/suite-v13/x13-009/violet,term,False,finding-2c35bbc55714,False,TN
x13-023,local_qwen,4,get-form:http://127.0.0.1:4395/suite-v13/x13-023/violet:name,/suite-v13/x13-023/violet,name,False,finding-2c41ed8d8941,False,TN
x13-001,local_qwen,5,get-form:http://127.0.0.1:4395/suite-v13/x13-001/amber:tone,/suite-v13/x13-001/amber,tone,True,finding-2c6dc839f17f,True,TP
x13-019,proprietary_gpt,5,get-form:http://127.0.0.1:4395/suite-v13/x13-019/field:comment,/suite-v13/x13-019/field,comment,False,finding-2d294cb955af,False,TN
x13-024,proprietary_gpt,1,query:http://127.0.0.1:4395/suite-v13/x13-024/east?item=sample&view=sample:item,/suite-v13/x13-024/east,item,False,finding-2d2d27427f0d,False,TN
x13-008,proprietary_gpt,3,get-form:http://127.0.0.1:4395/suite-v13/x13-008/tango:name,/suite-v13/x13-008/tango,name,False,finding-2d4f63792e58,False,TN
x13-020,local_qwen,4,get-form:http://127.0.0.1:4395/suite-v13/x13-020/lagoon:message,/suite-v13/x13-020/lagoon,message,False,finding-2d8f2b463860,False,TN
x13-003,proprietary_gpt,2,get-form:http://127.0.0.1:4395/suite-v13/x13-003/brook:note,/suite-v13/x13-003/brook,note,False,finding-2dc283a5fbfe,False,TN
x13-012,proprietary_gpt,5,get-form:http://127.0.0.1:4395/suite-v13/x13-012/islet:name,/suite-v13/x13-012/islet,name,False,finding-2dcba627ebf8,False,TN
x13-020,proprietary_gpt,3,get-form:http://127.0.0.1:4395/suite-v13/x13-020/lagoon:message,/suite-v13/x13-020/lagoon,message,False,finding-2e169c25e02e,False,TN
x13-011,deterministic_structural,1,get-form:http://127.0.0.1:4395/suite-v13/x13-011/ember:title,/suite-v13/x13-011/ember,title,False,finding-2e258bdb911d,False,TN
x13-014,proprietary_gpt,1,get-form:http://127.0.0.1:4395/suite-v13/x13-014/quill:line,/suite-v13/x13-014/quill,line,True,finding-2e38b854644c,True,TP
x13-013,local_qwen,1,get-form:http://127.0.0.1:4395/suite-v13/x13-013/larch:memo,/suite-v13/x13-013/larch,memo,True,finding-2e3f3c814956,True,TP
