adapter_class,baseline_stable,candidate_id,expected_runtime_requests,finding_state,ground_truth_used_phase,request_count,schema_version,sequence,server_error_observed,status,true_false_difference_reproducible,ground_truth,original_case_id,classification
multi_query,True,os15-c000146,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,57,False,completed,True,vulnerable,BenchmarkTest00849,TP
multi_query,True,os15-c000147,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,58,False,completed,True,vulnerable,BenchmarkTest00850,TP
form,True,os15-c000150,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,59,False,completed,False,non_vulnerable,BenchmarkTest00925,TN
form,True,os15-c000151,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,60,False,completed,False,non_vulnerable,BenchmarkTest00926,TN
multi_query,True,os15-c000152,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,61,False,completed,False,non_vulnerable,BenchmarkTest00927,TN
multi_form,True,os15-c000153,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,62,False,completed,False,non_vulnerable,BenchmarkTest00928,TN
multi_form,True,os15-c000154,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,63,False,completed,False,non_vulnerable,BenchmarkTest00929,TN
multi_query,True,os15-c000162,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,64,False,completed,False,non_vulnerable,BenchmarkTest00937,TN
multi_form,True,os15-c000163,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,65,False,completed,False,non_vulnerable,BenchmarkTest00938,TN
cookie,True,os15-c000171,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,66,False,completed,False,non_vulnerable,BenchmarkTest01001,TN
cookie,True,os15-c000174,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,67,False,completed,False,vulnerable,BenchmarkTest01004,FN
cookie,True,os15-c000178,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,68,False,completed,False,vulnerable,BenchmarkTest01008,FN
cookie,True,os15-c000179,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,69,False,completed,False,vulnerable,BenchmarkTest01009,FN
cookie,True,os15-c000181,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,70,False,completed,False,vulnerable,BenchmarkTest01011,FN
header,True,os15-c000183,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,71,False,completed,True,vulnerable,BenchmarkTest01083,TP
header,True,os15-c000184,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,72,False,completed,True,vulnerable,BenchmarkTest01084,TP
header,True,os15-c000190,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,73,False,completed,True,vulnerable,BenchmarkTest01090,TP
header,True,os15-c000191,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,74,False,completed,True,vulnerable,BenchmarkTest01091,TP
header,True,os15-c000192,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,75,False,completed,False,non_vulnerable,BenchmarkTest01092,TN
header,True,os15-c000193,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,76,False,completed,True,vulnerable,BenchmarkTest01093,TP
header,True,os15-c000194,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,77,False,completed,True,vulnerable,BenchmarkTest01094,TP
header,True,os15-c000195,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,78,False,completed,False,non_vulnerable,BenchmarkTest01095,TN
header,True,os15-c000200,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,79,False,completed,True,vulnerable,BenchmarkTest01209,TP
header,True,os15-c000201,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,80,False,completed,True,vulnerable,BenchmarkTest01210,TP
header,True,os15-c000202,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,81,False,completed,True,vulnerable,BenchmarkTest01211,TP
header,True,os15-c000203,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,82,False,completed,False,non_vulnerable,BenchmarkTest01212,TN
header,True,os15-c000207,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,83,False,completed,False,non_vulnerable,BenchmarkTest01216,TN
header,True,os15-c000209,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,84,False,completed,False,non_vulnerable,BenchmarkTest01218,TN
header,True,os15-c000210,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,85,False,completed,False,non_vulnerable,BenchmarkTest01219,TN
multi_query,True,os15-c000216,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,86,False,completed,False,non_vulnerable,BenchmarkTest01303,TN
multi_form,True,os15-c000217,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,87,False,completed,True,vulnerable,BenchmarkTest01304,TP
multi_form,True,os15-c000218,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,88,False,completed,False,non_vulnerable,BenchmarkTest01305,TN
form,True,os15-c000219,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,89,False,completed,True,vulnerable,BenchmarkTest01306,TP
form,True,os15-c000220,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,90,False,completed,False,non_vulnerable,BenchmarkTest01307,TN
multi_form,True,os15-c000223,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,91,False,completed,False,non_vulnerable,BenchmarkTest01310,TN
form,True,os15-c000224,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,92,False,completed,True,vulnerable,BenchmarkTest01311,TP
form,True,os15-c000225,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,93,False,completed,True,vulnerable,BenchmarkTest01312,TP
form,True,os15-c000232,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,94,False,completed,True,vulnerable,BenchmarkTest01381,TP
form,True,os15-c000233,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,95,False,completed,True,vulnerable,BenchmarkTest01382,TP
multi_query,True,os15-c000234,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,96,False,completed,True,vulnerable,BenchmarkTest01383,TP
multi_form,True,os15-c000235,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,97,False,completed,True,vulnerable,BenchmarkTest01384,TP
multi_form,True,os15-c000236,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,98,False,completed,False,non_vulnerable,BenchmarkTest01385,TN
form,True,os15-c000242,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,99,False,completed,True,vulnerable,BenchmarkTest01391,TP
form,True,os15-c000243,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,100,False,completed,False,non_vulnerable,BenchmarkTest01392,TN
multi_form,True,os15-c000253,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,101,False,completed,False,vulnerable,BenchmarkTest01464,FN
multi_form,True,os15-c000261,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,102,False,completed,False,non_vulnerable,BenchmarkTest01472,TN
multi_form,True,os15-c000262,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,103,False,completed,False,vulnerable,BenchmarkTest01473,FN
multi_form,True,os15-c000267,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,104,False,completed,True,vulnerable,BenchmarkTest01552,TP
multi_form,True,os15-c000272,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,105,False,completed,True,vulnerable,BenchmarkTest01557,TP
multi_form,True,os15-c000273,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,106,False,completed,True,vulnerable,BenchmarkTest01558,TP
form,True,os15-c000274,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,107,False,completed,True,vulnerable,BenchmarkTest01559,TP
multi_query,True,os15-c000282,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,108,False,completed,True,vulnerable,BenchmarkTest01626,TP
multi_form,True,os15-c000283,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,109,False,completed,True,vulnerable,BenchmarkTest01627,TP
multi_form,True,os15-c000284,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,110,False,completed,False,non_vulnerable,BenchmarkTest01628,TN
multi_query,True,os15-c000291,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,111,False,completed,True,vulnerable,BenchmarkTest01715,TP
multi_query,True,os15-c000292,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,112,False,completed,True,vulnerable,BenchmarkTest01716,TP
multi_query,True,os15-c000293,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,113,False,completed,False,non_vulnerable,BenchmarkTest01717,TN
multi_query,True,os15-c000295,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,114,False,completed,False,non_vulnerable,BenchmarkTest01719,TN
multi_query,True,os15-c000302,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,115,False,completed,True,vulnerable,BenchmarkTest01726,TP
multi_query,True,os15-c000304,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,116,False,completed,True,vulnerable,BenchmarkTest01728,TP
multi_query,True,os15-c000305,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,117,False,completed,False,non_vulnerable,BenchmarkTest01729,TN
multi_query,True,os15-c000306,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,118,False,completed,True,vulnerable,BenchmarkTest01730,TP
multi_query,True,os15-c000307,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,119,False,completed,True,vulnerable,BenchmarkTest01731,TP
multi_query,True,os15-c000308,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,120,False,completed,False,non_vulnerable,BenchmarkTest01732,TN
form,True,os15-c000311,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,121,False,completed,False,non_vulnerable,BenchmarkTest01804,TN
form,True,os15-c000312,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,122,False,completed,False,non_vulnerable,BenchmarkTest01805,TN
form,True,os15-c000321,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,123,False,completed,False,non_vulnerable,BenchmarkTest01814,TN
multi_query,True,os15-c000323,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,124,False,completed,False,non_vulnerable,BenchmarkTest01816,TN
multi_form,True,os15-c000324,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,125,False,completed,False,non_vulnerable,BenchmarkTest01817,TN
multi_form,True,os15-c000325,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,126,False,completed,False,non_vulnerable,BenchmarkTest01818,TN
cookie,True,os15-c000329,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,127,False,completed,False,non_vulnerable,BenchmarkTest01878,TN
cookie,True,os15-c000330,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,128,False,completed,False,non_vulnerable,BenchmarkTest01879,TN
cookie,True,os15-c000331,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,129,False,completed,False,non_vulnerable,BenchmarkTest01880,TN
cookie,True,os15-c000334,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,130,False,completed,False,vulnerable,BenchmarkTest01883,FN
cookie,True,os15-c000336,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,131,False,completed,False,non_vulnerable,BenchmarkTest01885,TN
cookie,True,os15-c000337,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,132,False,completed,False,non_vulnerable,BenchmarkTest01886,TN
header,True,os15-c000343,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,133,False,completed,False,non_vulnerable,BenchmarkTest01961,TN
header,True,os15-c000351,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,134,False,completed,False,non_vulnerable,BenchmarkTest01969,TN
header,True,os15-c000352,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,135,False,completed,True,vulnerable,BenchmarkTest01970,TP
header,True,os15-c000353,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,136,False,completed,True,vulnerable,BenchmarkTest01971,TP
header,True,os15-c000354,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,137,False,completed,True,vulnerable,BenchmarkTest01972,TP
header,True,os15-c000356,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,138,False,completed,True,vulnerable,BenchmarkTest02087,TP
header,True,os15-c000357,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,139,False,completed,True,vulnerable,BenchmarkTest02088,TP
header,True,os15-c000358,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,140,False,completed,False,non_vulnerable,BenchmarkTest02089,TN
header,True,os15-c000361,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,141,False,completed,True,vulnerable,BenchmarkTest02092,TP
header,True,os15-c000362,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,142,False,completed,False,non_vulnerable,BenchmarkTest02093,TN
header,True,os15-c000363,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,143,False,completed,True,vulnerable,BenchmarkTest02094,TP
header,True,os15-c000364,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,144,False,completed,False,non_vulnerable,BenchmarkTest02095,TN
header,True,os15-c000365,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,145,False,completed,True,vulnerable,BenchmarkTest02096,TP
header,True,os15-c000366,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,146,False,completed,False,non_vulnerable,BenchmarkTest02097,TN
header,True,os15-c000367,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,147,False,completed,False,non_vulnerable,BenchmarkTest02098,TN
form,True,os15-c000371,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,148,False,completed,True,vulnerable,BenchmarkTest02171,TP
form,True,os15-c000372,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,149,False,completed,False,non_vulnerable,BenchmarkTest02172,TN
multi_query,True,os15-c000373,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,150,False,completed,False,non_vulnerable,BenchmarkTest02173,TN
multi_form,True,os15-c000384,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,151,False,completed,False,non_vulnerable,BenchmarkTest02184,TN
form,True,os15-c000386,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,152,False,completed,True,vulnerable,BenchmarkTest02186,TP
form,True,os15-c000387,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,153,False,completed,True,vulnerable,BenchmarkTest02187,TP
multi_query,True,os15-c000388,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,154,False,completed,False,non_vulnerable,BenchmarkTest02188,TN
form,True,os15-c000392,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,155,False,completed,False,non_vulnerable,BenchmarkTest02267,TN
multi_form,True,os15-c000394,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,156,False,completed,True,vulnerable,BenchmarkTest02269,TP
