arm_id,candidate_input_sha256,candidate_test_budget,contract_valid,latency_ms,model_identifier,prompt_version,provider,provider_failed,scenario_id,schema_version,sequence,snapshot_path,status,top_k,trial_number,validation_errors
deterministic_structural,fe1a01b23d800f177fda9e3bea688d6d83d783b4e259305cebc7bbd9052f2a5a,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0011,owasp-sqli-v15-ranking-row-v1,11,model-facing/candidate-snapshots/os15-s0011.json,valid,4,1,[]
deterministic_structural,26ff1342a65b7f306df51ceb1cc599176d92b4174b97947f11adcf662ad1f058,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0012,owasp-sqli-v15-ranking-row-v1,12,model-facing/candidate-snapshots/os15-s0012.json,valid,4,1,[]
deterministic_structural,7d333357074bff47b6ed28b3ca48e6f7f51f8f72548d648d3cb172476d995f95,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0013,owasp-sqli-v15-ranking-row-v1,13,model-facing/candidate-snapshots/os15-s0013.json,valid,4,1,[]
deterministic_structural,f000f0ffe2cdd9f2865e2c64050cbed9a62197c50958df863f5927514c134297,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0014,owasp-sqli-v15-ranking-row-v1,14,model-facing/candidate-snapshots/os15-s0014.json,valid,4,1,[]
deterministic_structural,ac603366a3fd3e8e0ff38af5fd9a941e5398ffa8e9745b14f391f773d401613a,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0015,owasp-sqli-v15-ranking-row-v1,15,model-facing/candidate-snapshots/os15-s0015.json,valid,4,1,[]
deterministic_structural,305167d30b962b8c162ecf5ec2fc6aac4884a2085d5d2544bb82c6827af89304,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0016,owasp-sqli-v15-ranking-row-v1,16,model-facing/candidate-snapshots/os15-s0016.json,valid,4,1,[]
deterministic_structural,90d85dd38ccb7b12c6c53fd036f82c386cf89b7d8d2eca1a4c54ea3f7974b2a7,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0017,owasp-sqli-v15-ranking-row-v1,17,model-facing/candidate-snapshots/os15-s0017.json,valid,4,1,[]
deterministic_structural,e4e1e21788462a9958be7f54f73a6c74db7a843014ce22a960dfdafd97f360d6,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0018,owasp-sqli-v15-ranking-row-v1,18,model-facing/candidate-snapshots/os15-s0018.json,valid,4,1,[]
deterministic_structural,21bf30f8c1d204b110353f381c6bec02b63cac9b5cc888a4c90956e041a10a7c,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0019,owasp-sqli-v15-ranking-row-v1,19,model-facing/candidate-snapshots/os15-s0019.json,valid,4,1,[]
deterministic_structural,954f887713d1444df831b7e21bb71b70ddcafb649f7d0cc71b69867e89477502,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0020,owasp-sqli-v15-ranking-row-v1,20,model-facing/candidate-snapshots/os15-s0020.json,valid,4,1,[]
deterministic_structural,68d0d99de1e3d8f7a6d4944e5d1cf2c6aae8e4422eb904876adbd1671baa85fa,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0021,owasp-sqli-v15-ranking-row-v1,21,model-facing/candidate-snapshots/os15-s0021.json,valid,4,1,[]
deterministic_structural,acf315c1944ab31895a62ac263541a04a0770e0f0e4a9ac1f9a4f3e9883c0928,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0022,owasp-sqli-v15-ranking-row-v1,22,model-facing/candidate-snapshots/os15-s0022.json,valid,4,1,[]
deterministic_structural,d4993d15f308ca955011f95a4cb10248d5986470d93e12fe298d36d851dc54e9,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0023,owasp-sqli-v15-ranking-row-v1,23,model-facing/candidate-snapshots/os15-s0023.json,valid,4,1,[]
deterministic_structural,982136d1c5c7b07127caeeb3adbe1d495e4ee0cf71fee824a4329d5505e6c179,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0024,owasp-sqli-v15-ranking-row-v1,24,model-facing/candidate-snapshots/os15-s0024.json,valid,4,1,[]
deterministic_structural,3a27c28f6d756a76f6351d07c09bd0a333c66cd6d87bbe96c14f466e8a1cd327,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0025,owasp-sqli-v15-ranking-row-v1,25,model-facing/candidate-snapshots/os15-s0025.json,valid,4,1,[]
deterministic_structural,643360f9527e34c6d90ae6228636089690d1db535dd9bfe6518c3780a6b17ad3,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0026,owasp-sqli-v15-ranking-row-v1,26,model-facing/candidate-snapshots/os15-s0026.json,valid,4,1,[]
deterministic_structural,74d62da02e50c8a5244a7ceef4ef1ec548b36ba3623d0791bc4963c83ada6a1a,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0027,owasp-sqli-v15-ranking-row-v1,27,model-facing/candidate-snapshots/os15-s0027.json,valid,4,1,[]
deterministic_structural,22742bed20548687c3a53002c101a300efd0a9470475afa6e2955e4814152ffe,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0028,owasp-sqli-v15-ranking-row-v1,28,model-facing/candidate-snapshots/os15-s0028.json,valid,4,1,[]
deterministic_structural,4d90f13c5b194a8b451da8e8c2e5bbaedc99f1300228532599d439a9756f3ddf,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0029,owasp-sqli-v15-ranking-row-v1,29,model-facing/candidate-snapshots/os15-s0029.json,valid,4,1,[]
deterministic_structural,f3e68fbda7060e66219a84e734a5453527ec2d0907fdb22ffa3529fc3f3823d7,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0030,owasp-sqli-v15-ranking-row-v1,30,model-facing/candidate-snapshots/os15-s0030.json,valid,4,1,[]
deterministic_structural,2c2d8b9b117f5aff1ea5b1e5f3aa8fcf110c85c26a5883ee36862352bb2aeedd,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0031,owasp-sqli-v15-ranking-row-v1,31,model-facing/candidate-snapshots/os15-s0031.json,valid,4,1,[]
deterministic_structural,eca4af2e78103c92b463c6188bfb99bb116f1469e9dfba6219bfa24ef04ee0f9,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0032,owasp-sqli-v15-ranking-row-v1,32,model-facing/candidate-snapshots/os15-s0032.json,valid,4,1,[]
deterministic_structural,a40549a323e7edc8145a2c3513f81388f9036f67f1f6472bab051d895c13291e,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0033,owasp-sqli-v15-ranking-row-v1,33,model-facing/candidate-snapshots/os15-s0033.json,valid,4,1,[]
deterministic_structural,75a628f0a46f3da3f6b3151a1659680c047de46ff59618f155a76d5d3f25f654,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0034,owasp-sqli-v15-ranking-row-v1,34,model-facing/candidate-snapshots/os15-s0034.json,valid,4,1,[]
deterministic_structural,5cf7f9ad9e9d6072f528d385bfdb21e154d1c553afcf8de89c2515feb506af78,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0035,owasp-sqli-v15-ranking-row-v1,35,model-facing/candidate-snapshots/os15-s0035.json,valid,4,1,[]
deterministic_structural,ca0800b7e5f4d300cec19fbad8922cf9f0870bf8dbf4f00e0b94298c58dc922f,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0036,owasp-sqli-v15-ranking-row-v1,36,model-facing/candidate-snapshots/os15-s0036.json,valid,4,1,[]
deterministic_structural,32a08dec655d7bbd3a10c474198981d788a73bc2b2fd14604636fb4b565afa38,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0037,owasp-sqli-v15-ranking-row-v1,37,model-facing/candidate-snapshots/os15-s0037.json,valid,4,1,[]
deterministic_structural,1ea9813ab85822408ef401dae0c164005d2cc84c247eacde286b5bb837e2d411,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0038,owasp-sqli-v15-ranking-row-v1,38,model-facing/candidate-snapshots/os15-s0038.json,valid,4,1,[]
deterministic_structural,a13f5bfada2a38eb1debe7cac92ad70e9e5c70521072471e5290a237c066ca9e,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0039,owasp-sqli-v15-ranking-row-v1,39,model-facing/candidate-snapshots/os15-s0039.json,valid,4,1,[]
deterministic_structural,ef8cc14b1002df8c98f65f1c2fe5f089215e03b528a7c36110a879d8f84c2b7a,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0040,owasp-sqli-v15-ranking-row-v1,40,model-facing/candidate-snapshots/os15-s0040.json,valid,4,1,[]
deterministic_structural,e61a99a092a33ce5846ef38daf86bd3823d2cb9153b9a12f1a472ac4f7856583,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0041,owasp-sqli-v15-ranking-row-v1,41,model-facing/candidate-snapshots/os15-s0041.json,valid,4,1,[]
deterministic_structural,928501f3b4f0f86f9a9a0e167d54407772dae1db44050e31a273d9b9b865a71a,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0042,owasp-sqli-v15-ranking-row-v1,42,model-facing/candidate-snapshots/os15-s0042.json,valid,4,1,[]
deterministic_structural,5b03041297e333270999503c917a297d69f2a313f4dffcf4ee2759985cbad835,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0043,owasp-sqli-v15-ranking-row-v1,43,model-facing/candidate-snapshots/os15-s0043.json,valid,4,1,[]
deterministic_structural,db5ab466863e6bc883134c6defaa330fe4b182888b644862873743b1d0bbdeaa,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0044,owasp-sqli-v15-ranking-row-v1,44,model-facing/candidate-snapshots/os15-s0044.json,valid,4,1,[]
deterministic_structural,de8413cc32eef5a84cfaf08c90ba521c68621be382e361ec8e8dd229f6028ca7,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0045,owasp-sqli-v15-ranking-row-v1,45,model-facing/candidate-snapshots/os15-s0045.json,valid,4,1,[]
deterministic_structural,79885f72d00a975502a44578a6991af86626be13c9761018d218429245805928,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0046,owasp-sqli-v15-ranking-row-v1,46,model-facing/candidate-snapshots/os15-s0046.json,valid,4,1,[]
deterministic_structural,a84f1950a601c64e398ffa9e91ab27ca31ad7d67b4bb8865d44c64d2559ff81a,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0047,owasp-sqli-v15-ranking-row-v1,47,model-facing/candidate-snapshots/os15-s0047.json,valid,4,1,[]
deterministic_structural,385b044f80a6127bb57c6601fad2d28ef86d9d379013583cb07ab7f99ab6e0e6,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0048,owasp-sqli-v15-ranking-row-v1,48,model-facing/candidate-snapshots/os15-s0048.json,valid,4,1,[]
deterministic_structural,8a8769289b262a989d9c348da06a5fdccde3d145d12a09121c61ce6501e72993,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0049,owasp-sqli-v15-ranking-row-v1,49,model-facing/candidate-snapshots/os15-s0049.json,valid,4,1,[]
deterministic_structural,20c338a7b2c8f0bac4bfbe7bd85c8c161cf88e849cb8c599263e930b495fe407,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0050,owasp-sqli-v15-ranking-row-v1,50,model-facing/candidate-snapshots/os15-s0050.json,valid,4,1,[]
deterministic_structural,126c9c0d971439fcb116848e225dbee5f262ecb07f03f6e66cf1f3a7f607da03,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0051,owasp-sqli-v15-ranking-row-v1,51,model-facing/candidate-snapshots/os15-s0051.json,valid,4,1,[]
deterministic_structural,33a7f30bcafa3e4b94ba63fb7b42f898e7681d6e93470f8295777c27b8a3c53c,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0052,owasp-sqli-v15-ranking-row-v1,52,model-facing/candidate-snapshots/os15-s0052.json,valid,4,1,[]
deterministic_structural,4bb6b00a89d32ca3647ac8fc427d261b7323d27074524c3329eb4b70c6e07303,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0053,owasp-sqli-v15-ranking-row-v1,53,model-facing/candidate-snapshots/os15-s0053.json,valid,4,1,[]
deterministic_structural,aa0d08d3a18831e5a5a437d7e43d9458886ae9726a149153ebf1b06cef7bec13,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0054,owasp-sqli-v15-ranking-row-v1,54,model-facing/candidate-snapshots/os15-s0054.json,valid,4,1,[]
deterministic_structural,0921a36273e190e6c06e60edb7393d2a6f101d9aff287c7dc036a60dbde7a098,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0055,owasp-sqli-v15-ranking-row-v1,55,model-facing/candidate-snapshots/os15-s0055.json,valid,4,1,[]
deterministic_structural,1e36f9fb2e6d290a2a0250128df43dd3096666fa36fc71f626889719073f82ab,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0056,owasp-sqli-v15-ranking-row-v1,56,model-facing/candidate-snapshots/os15-s0056.json,valid,4,1,[]
deterministic_structural,ad8fb56f3495ff32314014e7033259e64ab47ef51a197354684bef95dcdf5586,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0057,owasp-sqli-v15-ranking-row-v1,57,model-facing/candidate-snapshots/os15-s0057.json,valid,4,1,[]
deterministic_structural,aaff364d42f081c119ae33b9452aca3ec47987ab544fea300d9e9e08964f4519,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0058,owasp-sqli-v15-ranking-row-v1,58,model-facing/candidate-snapshots/os15-s0058.json,valid,4,1,[]
deterministic_structural,88aa739f6d8c8fc2ad154f68c368e1509254f80d0511ba03647710ae275d2d58,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0059,owasp-sqli-v15-ranking-row-v1,59,model-facing/candidate-snapshots/os15-s0059.json,valid,4,1,[]
deterministic_structural,665bdd428f79b2ced27c794024cc27ec97864cae84eecfd5155ae3a6287730b8,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0060,owasp-sqli-v15-ranking-row-v1,60,model-facing/candidate-snapshots/os15-s0060.json,valid,4,1,[]
deterministic_structural,20348a6f7d341a33eda98d64ac9795539e9c15b9507d8b65674e789f018e9d2c,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0061,owasp-sqli-v15-ranking-row-v1,61,model-facing/candidate-snapshots/os15-s0061.json,valid,4,1,[]
deterministic_structural,df8101f4818272acb5cd31ac7150c4508ec38cb030fc0cfd112fe1b47c828f7e,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0062,owasp-sqli-v15-ranking-row-v1,62,model-facing/candidate-snapshots/os15-s0062.json,valid,4,1,[]
deterministic_structural,13d761c8ec5a3d74522252e993cdfcf01f3f8be87d0fa3f6206cbe1d336f2ca9,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0063,owasp-sqli-v15-ranking-row-v1,63,model-facing/candidate-snapshots/os15-s0063.json,valid,4,1,[]
deterministic_structural,41c983c6ac1a56aabd316bbc072d68bac9d663c9d8385cc968fc3011c8a50f57,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0064,owasp-sqli-v15-ranking-row-v1,64,model-facing/candidate-snapshots/os15-s0064.json,valid,4,1,[]
deterministic_structural,dea41cb04340f3805b028bdb3300347146edb6a333faf9272e395fc5ce0c1e23,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0065,owasp-sqli-v15-ranking-row-v1,65,model-facing/candidate-snapshots/os15-s0065.json,valid,4,1,[]
deterministic_structural,a0a9355fe80ff806dd22bb119970b52f43480b8355c8e94e05a788283dd15be5,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0066,owasp-sqli-v15-ranking-row-v1,66,model-facing/candidate-snapshots/os15-s0066.json,valid,4,1,[]
deterministic_structural,903dce11da777a12dfc0e9276de63d072b45e89ae237796b9df3590d4c14f289,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0067,owasp-sqli-v15-ranking-row-v1,67,model-facing/candidate-snapshots/os15-s0067.json,valid,4,1,[]
deterministic_structural,26d6a0c4ec3a55bcc1c067ea5b2c49906f6d7f8a36a133a8f81798d3b8e22ff8,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0068,owasp-sqli-v15-ranking-row-v1,68,model-facing/candidate-snapshots/os15-s0068.json,valid,4,1,[]
deterministic_structural,fafb8ce9cd386fdc5212c16d1fc898b439ef48e393d281b150c188fee8769b6d,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0069,owasp-sqli-v15-ranking-row-v1,69,model-facing/candidate-snapshots/os15-s0069.json,valid,4,1,[]
deterministic_structural,8c20d4c452da5fec2c6a836c11c714a618a796b4cbe7dae5bb76ca489cc8ae87,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0070,owasp-sqli-v15-ranking-row-v1,70,model-facing/candidate-snapshots/os15-s0070.json,valid,4,1,[]
deterministic_structural,6146f1a080543ca0fa992aec92d3ef917cd6a48fe605a49366d59356813c6358,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0071,owasp-sqli-v15-ranking-row-v1,71,model-facing/candidate-snapshots/os15-s0071.json,valid,4,1,[]
deterministic_structural,fda01ba8a96883c57ab5d3a9d50997cd854f7618b5ba8c6f55f56ba09d5e29d1,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0072,owasp-sqli-v15-ranking-row-v1,72,model-facing/candidate-snapshots/os15-s0072.json,valid,4,1,[]
deterministic_structural,5fc5c3c83324611d62b42d0768ac946b5058ec8c9f73ebfeb6bc98be78ada23f,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0073,owasp-sqli-v15-ranking-row-v1,73,model-facing/candidate-snapshots/os15-s0073.json,valid,4,1,[]
deterministic_structural,111925f29d8e03e97145463d83c050f22abc08eb11faf1fc4513c0d7f2bce48c,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0074,owasp-sqli-v15-ranking-row-v1,74,model-facing/candidate-snapshots/os15-s0074.json,valid,4,1,[]
deterministic_structural,2665fe9a7977b5724c2d937e1e2168383907850e16396cfd770c97d6cf7c82d5,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0075,owasp-sqli-v15-ranking-row-v1,75,model-facing/candidate-snapshots/os15-s0075.json,valid,4,1,[]
deterministic_structural,dac0e843fe350c74462f02720171ea6c774841fa360aa97730d0313adf34d242,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0076,owasp-sqli-v15-ranking-row-v1,76,model-facing/candidate-snapshots/os15-s0076.json,valid,4,1,[]
deterministic_structural,0f88937a1b5d3f76620b405388d07f6cfdb6e2ad5b09473cc5b069cc51097952,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0077,owasp-sqli-v15-ranking-row-v1,77,model-facing/candidate-snapshots/os15-s0077.json,valid,4,1,[]
deterministic_structural,76267c68082d2b2658d6be4f7450cffde7a349e8370f5fe4456f50f78ded0648,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0078,owasp-sqli-v15-ranking-row-v1,78,model-facing/candidate-snapshots/os15-s0078.json,valid,4,1,[]
deterministic_structural,1d67adbcf0309ea020f33ba0499d45bfe6d8e1a14ca872be37a1db0ee116449d,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0079,owasp-sqli-v15-ranking-row-v1,79,model-facing/candidate-snapshots/os15-s0079.json,valid,4,1,[]
deterministic_structural,51d16cfaad3fe1a28b7b90a3cb514a295e24f07922356b4bd2fb3e62ebd2fb24,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0080,owasp-sqli-v15-ranking-row-v1,80,model-facing/candidate-snapshots/os15-s0080.json,valid,4,1,[]
deterministic_structural,dc1226ad4eeb1c9660d50beb80618911d59bfbf5fb8357c49c46225ca2ae1226,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0081,owasp-sqli-v15-ranking-row-v1,81,model-facing/candidate-snapshots/os15-s0081.json,valid,4,1,[]
deterministic_structural,ca1f37a04136fcd68b1d63d224f36c66338b8b5bfefd13ee737cbea81109bfeb,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0082,owasp-sqli-v15-ranking-row-v1,82,model-facing/candidate-snapshots/os15-s0082.json,valid,4,1,[]
deterministic_structural,ef19b9a9c6881a3acb5ce74a1f91daf86ac7f66ce37460ea8e8056c594da7e96,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0083,owasp-sqli-v15-ranking-row-v1,83,model-facing/candidate-snapshots/os15-s0083.json,valid,4,1,[]
deterministic_structural,61db4486ed805d162697ee91525df6c1869e2b36152e8b114222d50dd1b550f2,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0084,owasp-sqli-v15-ranking-row-v1,84,model-facing/candidate-snapshots/os15-s0084.json,valid,4,1,[]
deterministic_structural,10ae2616429c770124cdcc37a6be5be57ef826157c329abd6eff5be00b262bb7,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0085,owasp-sqli-v15-ranking-row-v1,85,model-facing/candidate-snapshots/os15-s0085.json,valid,4,1,[]
deterministic_structural,6044c5172e501fe8b062dca2feed9b85f5632c76f90c3a752edf4c78484fa657,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0086,owasp-sqli-v15-ranking-row-v1,86,model-facing/candidate-snapshots/os15-s0086.json,valid,4,1,[]
deterministic_structural,b867b086ee45ec78087517c189c5002f292cbc95b6dc6daff8f200d341b1512e,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0087,owasp-sqli-v15-ranking-row-v1,87,model-facing/candidate-snapshots/os15-s0087.json,valid,4,1,[]
deterministic_structural,9cd6770698eede39f9b23906f87a38aaec776fd1ea2e3e48c1a3a5b18354d3b3,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0088,owasp-sqli-v15-ranking-row-v1,88,model-facing/candidate-snapshots/os15-s0088.json,valid,4,1,[]
deterministic_structural,84f85124d07a50eafa78673ff419ed9bda42e2a4c9289c1fb6451136b8d1b110,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0089,owasp-sqli-v15-ranking-row-v1,89,model-facing/candidate-snapshots/os15-s0089.json,valid,4,1,[]
deterministic_structural,2fd0f8e428656d473b341c62c30c431766059de01614fbdfeafd2d17121a8d93,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0090,owasp-sqli-v15-ranking-row-v1,90,model-facing/candidate-snapshots/os15-s0090.json,valid,4,1,[]
deterministic_structural,91e7523eafada9bad2a795c3d931d72ef461a7d876dc1817ace06e7b9480014c,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0091,owasp-sqli-v15-ranking-row-v1,91,model-facing/candidate-snapshots/os15-s0091.json,valid,4,1,[]
deterministic_structural,b968bac084c62f3f839784d8ac807f888bada0d64a6925033d9be73d3b3135c0,4,True,0,not_applicable,llm-sqli-candidate-ranking-v1,deterministic,False,os15-s0092,owasp-sqli-v15-ranking-row-v1,92,model-facing/candidate-snapshots/os15-s0092.json,valid,4,1,[]
