arm_id,candidate_input_sha256,candidate_test_budget,contract_valid,cost,focal_vulnerable_candidate_id,latency_ms,model_identifier,parsed_ranking,provider,provider_failed,raw_artifact_path,reciprocal_rank,scenario_id,scenario_type,sequence,status,top1,top_k,topk,trial_number,usage,validation_error_count,validation_errors,vulnerable_rank
deterministic_structural,c75c0a644498779e620916ac89faf4940880a9caae7b4109e5004c9d0119d31d,4,True,"{""availability"": ""not_applicable""}",ox14-c000329,0,not_applicable,"[""ox14-c000140"", ""ox14-c000329"", ""ox14-c000090"", ""ox14-c000369"", ""ox14-c000165""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0011__deterministic_structural__ow14-s0011__trial-1.json,0.5,ow14-s0011,positive,11,valid,False,4,True,1,,0,[],2
deterministic_structural,829b596deb19451f97e776e5ff90fcc1a751b8b43a76f58791529c52d95421f5,4,True,"{""availability"": ""not_applicable""}",ox14-c000244,0,not_applicable,"[""ox14-c000072"", ""ox14-c000244"", ""ox14-c000265"", ""ox14-c000389"", ""ox14-c000081""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0012__deterministic_structural__ow14-s0012__trial-1.json,0.5,ow14-s0012,positive,12,valid,False,4,True,1,,0,[],2
deterministic_structural,ba755b92f460f3eef23f0270aa10d215a4ca393f8652e9b875b80206bc1658db,4,True,"{""availability"": ""not_applicable""}",ox14-c000380,0,not_applicable,"[""ox14-c000046"", ""ox14-c000211"", ""ox14-c000246"", ""ox14-c000323"", ""ox14-c000380""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0013__deterministic_structural__ow14-s0013__trial-1.json,0.2,ow14-s0013,positive,13,valid,False,4,False,1,,0,[],5
deterministic_structural,4dc99ee013d23dab4c72320e7c9eb49c04f08785a50a37cfd20d6dca66cac637,4,True,"{""availability"": ""not_applicable""}",ox14-c000068,0,not_applicable,"[""ox14-c000068"", ""ox14-c000108"", ""ox14-c000121"", ""ox14-c000025"", ""ox14-c000181""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0014__deterministic_structural__ow14-s0014__trial-1.json,1.0,ow14-s0014,positive,14,valid,True,4,True,1,,0,[],1
deterministic_structural,a0d6ef26ebca1321b6fcc533ca24d0392f92a1eeddd8d9daacded92b19df9854,4,True,"{""availability"": ""not_applicable""}",ox14-c000415,0,not_applicable,"[""ox14-c000058"", ""ox14-c000197"", ""ox14-c000415"", ""ox14-c000012"", ""ox14-c000037""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0015__deterministic_structural__ow14-s0015__trial-1.json,0.3333333333333333,ow14-s0015,positive,15,valid,False,4,True,1,,0,[],3
deterministic_structural,006cb4da14cfd7a9ca25effa2c316c3762eb43282b60e0d6cbb2e64fdab749aa,4,True,"{""availability"": ""not_applicable""}",ox14-c000110,0,not_applicable,"[""ox14-c000110"", ""ox14-c000245"", ""ox14-c000270"", ""ox14-c000354"", ""ox14-c000374""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0016__deterministic_structural__ow14-s0016__trial-1.json,1.0,ow14-s0016,positive,16,valid,True,4,True,1,,0,[],1
deterministic_structural,5309f0cdb52ee7b2eba567a0a0741cb20ebe3d53c270eee708628c4e2a25e8d7,4,True,"{""availability"": ""not_applicable""}",ox14-c000322,0,not_applicable,"[""ox14-c000075"", ""ox14-c000127"", ""ox14-c000322"", ""ox14-c000087"", ""ox14-c000033""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0017__deterministic_structural__ow14-s0017__trial-1.json,0.3333333333333333,ow14-s0017,positive,17,valid,False,4,True,1,,0,[],3
deterministic_structural,b1a87e939c0660d61485313d4efad30f4cf1d9ee83078151c51c5984ab6e1e54,4,True,"{""availability"": ""not_applicable""}",ox14-c000262,0,not_applicable,"[""ox14-c000262"", ""ox14-c000277"", ""ox14-c000352"", ""ox14-c000406"", ""ox14-c000297""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0018__deterministic_structural__ow14-s0018__trial-1.json,1.0,ow14-s0018,positive,18,valid,True,4,True,1,,0,[],1
deterministic_structural,eac3c4ec67b4c9c88e00f7c06a708807febd9248e65a4716fb78c3baf62bef93,4,True,"{""availability"": ""not_applicable""}",ox14-c000193,0,not_applicable,"[""ox14-c000060"", ""ox14-c000113"", ""ox14-c000193"", ""ox14-c000357"", ""ox14-c000183""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0019__deterministic_structural__ow14-s0019__trial-1.json,0.3333333333333333,ow14-s0019,positive,19,valid,False,4,True,1,,0,[],3
deterministic_structural,3321b50dae34f05f7e51a35bf6f0e107f06b59d3b41b8604b911ae06bbbc2801,4,True,"{""availability"": ""not_applicable""}",ox14-c000097,0,not_applicable,"[""ox14-c000097"", ""ox14-c000103"", ""ox14-c000381"", ""ox14-c000398"", ""ox14-c000293""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0020__deterministic_structural__ow14-s0020__trial-1.json,1.0,ow14-s0020,positive,20,valid,True,4,True,1,,0,[],1
deterministic_structural,c73b430df80e1b0d318f84477b33f636e37eaa14ca3ebb6a3accd97115f02d18,4,True,"{""availability"": ""not_applicable""}",ox14-c000400,0,not_applicable,"[""ox14-c000107"", ""ox14-c000400"", ""ox14-c000422"", ""ox14-c000093"", ""ox14-c000373""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0021__deterministic_structural__ow14-s0021__trial-1.json,0.5,ow14-s0021,positive,21,valid,False,4,True,1,,0,[],2
deterministic_structural,e615f5304e048e2afe58aed18c1c59e3f1c0391e2f41e0353ed447895fc3153c,4,True,"{""availability"": ""not_applicable""}",ox14-c000237,0,not_applicable,"[""ox14-c000053"", ""ox14-c000237"", ""ox14-c000337"", ""ox14-c000350"", ""ox14-c000427""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0022__deterministic_structural__ow14-s0022__trial-1.json,0.5,ow14-s0022,positive,22,valid,False,4,True,1,,0,[],2
deterministic_structural,fdeff646e6a6495d5639853012a519ead309c3c9d4ec46504c31e130f6bb507d,4,True,"{""availability"": ""not_applicable""}",ox14-c000122,0,not_applicable,"[""ox14-c000122"", ""ox14-c000216"", ""ox14-c000344"", ""ox14-c000384"", ""ox14-c000016""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0023__deterministic_structural__ow14-s0023__trial-1.json,1.0,ow14-s0023,positive,23,valid,True,4,True,1,,0,[],1
deterministic_structural,6f8dd24c549d5a4203ee7f1cb02c236e3b34a1a09028be49c06334829923477a,4,True,"{""availability"": ""not_applicable""}",ox14-c000356,0,not_applicable,"[""ox14-c000207"", ""ox14-c000220"", ""ox14-c000268"", ""ox14-c000356"", ""ox14-c000177""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0024__deterministic_structural__ow14-s0024__trial-1.json,0.25,ow14-s0024,positive,24,valid,False,4,True,1,,0,[],4
deterministic_structural,e4d810a30d699b2e711926d9e5994a9dbf215fdfa596156f407b48a6799d3a58,4,True,"{""availability"": ""not_applicable""}",ox14-c000309,0,not_applicable,"[""ox14-c000061"", ""ox14-c000434"", ""ox14-c000026"", ""ox14-c000309"", ""ox14-c000314""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0025__deterministic_structural__ow14-s0025__trial-1.json,0.25,ow14-s0025,positive,25,valid,False,4,True,1,,0,[],4
deterministic_structural,0cafd2383a8e70db656b40e8532d94902a18616616bc6429d178cd4b5636822c,4,True,"{""availability"": ""not_applicable""}",ox14-c000242,0,not_applicable,"[""ox14-c000109"", ""ox14-c000219"", ""ox14-c000242"", ""ox14-c000273"", ""ox14-c000034""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0026__deterministic_structural__ow14-s0026__trial-1.json,0.3333333333333333,ow14-s0026,positive,26,valid,False,4,True,1,,0,[],3
deterministic_structural,f7d7882fc90129ef42bf6ae88fed2b9fccf5f3c1a533b50a07eb53af017de85b,4,True,"{""availability"": ""not_applicable""}",ox14-c000241,0,not_applicable,"[""ox14-c000101"", ""ox14-c000241"", ""ox14-c000405"", ""ox14-c000363"", ""ox14-c000303""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0027__deterministic_structural__ow14-s0027__trial-1.json,0.5,ow14-s0027,positive,27,valid,False,4,True,1,,0,[],2
deterministic_structural,15d1535b9d4c9d0d66493af61304a1602cf2f93678c647b329433d1e41870faa,4,True,"{""availability"": ""not_applicable""}",ox14-c000091,0,not_applicable,"[""ox14-c000064"", ""ox14-c000100"", ""ox14-c000111"", ""ox14-c000091"", ""ox14-c000226""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0028__deterministic_structural__ow14-s0028__trial-1.json,0.25,ow14-s0028,positive,28,valid,False,4,True,1,,0,[],4
deterministic_structural,5e213b4990b05dc6a4b646576e27243f96bbea37624596ae9fe6b68e0689446b,4,True,"{""availability"": ""not_applicable""}",ox14-c000057,0,not_applicable,"[""ox14-c000048"", ""ox14-c000057"", ""ox14-c000141"", ""ox14-c000212"", ""ox14-c000387""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0029__deterministic_structural__ow14-s0029__trial-1.json,0.5,ow14-s0029,positive,29,valid,False,4,True,1,,0,[],2
deterministic_structural,f23addfcc48faa1ea64b1f2c234c11d38c1c0a1d4b21407b3e6b0b0e72489c4e,4,True,"{""availability"": ""not_applicable""}",ox14-c000049,0,not_applicable,"[""ox14-c000049"", ""ox14-c000251"", ""ox14-c000399"", ""ox14-c000423"", ""ox14-c000082""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0030__deterministic_structural__ow14-s0030__trial-1.json,1.0,ow14-s0030,positive,30,valid,True,4,True,1,,0,[],1
deterministic_structural,eb39e6af9fd593d376831492ace2c49654199957f4946aef8c48681f06728b65,4,True,"{""availability"": ""not_applicable""}",ox14-c000069,0,not_applicable,"[""ox14-c000069"", ""ox14-c000077"", ""ox14-c000410"", ""ox14-c000085"", ""ox14-c000296""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0031__deterministic_structural__ow14-s0031__trial-1.json,1.0,ow14-s0031,positive,31,valid,True,4,True,1,,0,[],1
deterministic_structural,d181621f939c09fd45a964bf08663069f1a68c84375ed9207bda4ade29374898,4,True,"{""availability"": ""not_applicable""}",ox14-c000132,0,not_applicable,"[""ox14-c000118"", ""ox14-c000132"", ""ox14-c000353"", ""ox14-c000395"", ""ox14-c000223""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0032__deterministic_structural__ow14-s0032__trial-1.json,0.5,ow14-s0032,positive,32,valid,False,4,True,1,,0,[],2
deterministic_structural,14f8f228efe273538d96c819a8c48f8e8e8d2944e76f7db6ed19688e497a8e40,4,True,"{""availability"": ""not_applicable""}",ox14-c000394,0,not_applicable,"[""ox14-c000188"", ""ox14-c000394"", ""ox14-c000307"", ""ox14-c000311"", ""ox14-c000315""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0033__deterministic_structural__ow14-s0033__trial-1.json,0.5,ow14-s0033,positive,33,valid,False,4,True,1,,0,[],2
deterministic_structural,25df30ab551db6ef866fb93d9f905e66c9ba65d7fd260edeb9a66be5fb6cd3d2,4,True,"{""availability"": ""not_applicable""}",ox14-c000027,0,not_applicable,"[""ox14-c000351"", ""ox14-c000404"", ""ox14-c000027"", ""ox14-c000161"", ""ox14-c000167""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0034__deterministic_structural__ow14-s0034__trial-1.json,0.3333333333333333,ow14-s0034,positive,34,valid,False,4,True,1,,0,[],3
deterministic_structural,133560bb6c9a2b481c0313ec353801245fe2d970175f100e3983783d502b097a,4,True,"{""availability"": ""not_applicable""}",ox14-c000217,0,not_applicable,"[""ox14-c000117"", ""ox14-c000217"", ""ox14-c000272"", ""ox14-c000429"", ""ox14-c000029""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0035__deterministic_structural__ow14-s0035__trial-1.json,0.5,ow14-s0035,positive,35,valid,False,4,True,1,,0,[],2
deterministic_structural,8b2be1ddbf2a06de45733ddc353fdb853b8f4391610045b8ea2e0ea7229c75f4,4,True,"{""availability"": ""not_applicable""}",ox14-c000089,0,not_applicable,"[""ox14-c000136"", ""ox14-c000185"", ""ox14-c000346"", ""ox14-c000377"", ""ox14-c000089""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0036__deterministic_structural__ow14-s0036__trial-1.json,0.2,ow14-s0036,positive,36,valid,False,4,False,1,,0,[],5
deterministic_structural,af988d17b9e51700758213acce453558111afccd7571fb905f84a0b7a195c8d4,4,True,"{""availability"": ""not_applicable""}",ox14-c000190,0,not_applicable,"[""ox14-c000070"", ""ox14-c000190"", ""ox14-c000198"", ""ox14-c000247"", ""ox14-c000396""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0037__deterministic_structural__ow14-s0037__trial-1.json,0.5,ow14-s0037,positive,37,valid,False,4,True,1,,0,[],2
deterministic_structural,ca6833e13fffd78cd198203ea979c81836e1ef655cccb9b07b8e439cf0d12f34,4,True,"{""availability"": ""not_applicable""}",ox14-c000171,0,not_applicable,"[""ox14-c000056"", ""ox14-c000099"", ""ox14-c000102"", ""ox14-c000023"", ""ox14-c000171""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0038__deterministic_structural__ow14-s0038__trial-1.json,0.2,ow14-s0038,positive,38,valid,False,4,False,1,,0,[],5
deterministic_structural,7c497cfef6648d07cc2f5f37fc06320780d087598efd2f177b5bff969a4a61a9,4,True,"{""availability"": ""not_applicable""}",ox14-c000305,0,not_applicable,"[""ox14-c000189"", ""ox14-c000348"", ""ox14-c000236"", ""ox14-c000030"", ""ox14-c000305""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0039__deterministic_structural__ow14-s0039__trial-1.json,0.2,ow14-s0039,positive,39,valid,False,4,False,1,,0,[],5
deterministic_structural,f5634b20e9b9fc0e1008cd14f093a0d90cf26b9ff65597f4aa921f419577b483,4,True,"{""availability"": ""not_applicable""}",ox14-c000324,0,not_applicable,"[""ox14-c000209"", ""ox14-c000324"", ""ox14-c000341"", ""ox14-c000426"", ""ox14-c000083""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0040__deterministic_structural__ow14-s0040__trial-1.json,0.5,ow14-s0040,positive,40,valid,False,4,True,1,,0,[],2
deterministic_structural,bbd2f7a5b7ee41f3631b0a0788459cc08a90db4fbc162333d0e0a1fa86e70585,4,True,"{""availability"": ""not_applicable""}",ox14-c000327,0,not_applicable,"[""ox14-c000184"", ""ox14-c000254"", ""ox14-c000259"", ""ox14-c000327"", ""ox14-c000333""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0041__deterministic_structural__ow14-s0041__trial-1.json,0.25,ow14-s0041,positive,41,valid,False,4,True,1,,0,[],4
deterministic_structural,4ff63759745b005f3864edded5a76f095cd491c2ce15581ac94c9a6c6beebcec,4,True,"{""availability"": ""not_applicable""}",ox14-c000328,0,not_applicable,"[""ox14-c000278"", ""ox14-c000328"", ""ox14-c000355"", ""ox14-c000229"", ""ox14-c000031""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0042__deterministic_structural__ow14-s0042__trial-1.json,0.5,ow14-s0042,positive,42,valid,False,4,True,1,,0,[],2
deterministic_structural,11c4b6cfe2693ed135f22367c9c3b0545c307d9660c2c75b4d8ba656e130a53b,4,True,"{""availability"": ""not_applicable""}",ox14-c000200,0,not_applicable,"[""ox14-c000065"", ""ox14-c000125"", ""ox14-c000200"", ""ox14-c000204"", ""ox14-c000294""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0043__deterministic_structural__ow14-s0043__trial-1.json,0.3333333333333333,ow14-s0043,positive,43,valid,False,4,True,1,,0,[],3
deterministic_structural,2f170be590a63c3db7b884dbab7cae664d8de233477cb1ec48260a4b1420747d,4,True,"{""availability"": ""not_applicable""}",ox14-c000397,0,not_applicable,"[""ox14-c000044"", ""ox14-c000066"", ""ox14-c000397"", ""ox14-c000409"", ""ox14-c000164""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0044__deterministic_structural__ow14-s0044__trial-1.json,0.3333333333333333,ow14-s0044,positive,44,valid,False,4,True,1,,0,[],3
deterministic_structural,4310335e49fa554fa88a58fa9a419665631a21d0b475f9d33bd1951f7050b175,4,True,"{""availability"": ""not_applicable""}",ox14-c000174,0,not_applicable,"[""ox14-c000112"", ""ox14-c000208"", ""ox14-c000261"", ""ox14-c000432"", ""ox14-c000174""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0045__deterministic_structural__ow14-s0045__trial-1.json,0.2,ow14-s0045,positive,45,valid,False,4,False,1,,0,[],5
deterministic_structural,6d560e77b122365d5f2ff4f9ee5c9081535edcce2f40dced3a0c8ddfd34e66ff,4,True,"{""availability"": ""not_applicable""}",ox14-c000408,0,not_applicable,"[""ox14-c000408"", ""ox14-c000414"", ""ox14-c000224"", ""ox14-c000362"", ""ox14-c000310""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0046__deterministic_structural__ow14-s0046__trial-1.json,1.0,ow14-s0046,positive,46,valid,True,4,True,1,,0,[],1
deterministic_structural,4a8f79abfc8ab5616297826bd358a59c45bed5e21a5f9c7ababd8e0750b30e2e,4,True,"{""availability"": ""not_applicable""}",ox14-c000134,0,not_applicable,"[""ox14-c000134"", ""ox14-c000210"", ""ox14-c000391"", ""ox14-c000402"", ""ox14-c000036""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0047__deterministic_structural__ow14-s0047__trial-1.json,1.0,ow14-s0047,positive,47,valid,True,4,True,1,,0,[],1
deterministic_structural,7aff7553cfd7091b8e9cfa537e9ed9b07826faf7cc571aa0af8cff470fd2aa95,4,True,"{""availability"": ""not_applicable""}",ox14-c000032,0,not_applicable,"[""ox14-c000067"", ""ox14-c000252"", ""ox14-c000320"", ""ox14-c000225"", ""ox14-c000032""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0048__deterministic_structural__ow14-s0048__trial-1.json,0.2,ow14-s0048,positive,48,valid,False,4,False,1,,0,[],5
deterministic_structural,14d30d59b451f07ade444db6bfbf1e96b614b1bd96decbca03828a4ff024124d,4,True,"{""availability"": ""not_applicable""}",ox14-c000186,0,not_applicable,"[""ox14-c000140"", ""ox14-c000186"", ""ox14-c000090"", ""ox14-c000369"", ""ox14-c000165""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0049__deterministic_structural__ow14-s0049__trial-1.json,0.5,ow14-s0049,positive,49,valid,False,4,True,1,,0,[],2
deterministic_structural,7f48f00d976873440257fb09bffe4bd6bf0cfeb4e0d66b05bb72fd0d4bade7b1,4,True,"{""availability"": ""not_applicable""}",ox14-c000368,0,not_applicable,"[""ox14-c000072"", ""ox14-c000265"", ""ox14-c000389"", ""ox14-c000081"", ""ox14-c000368""]",deterministic,False,results/owasp-xss-v14-confirmatory-final/owasp-xss-v14-confirmatory-20260821T235804Z/raw/ranking-rows/sequence-0050__deterministic_structural__ow14-s0050__trial-1.json,0.2,ow14-s0050,positive,50,valid,False,4,False,1,,0,[],5
